Year,Australia,Brazil,Canada,China,Hong Kong,India,Japan,Malaysia,Mexico,New Zealand,Philippines,Singapore,South Korea,USA
2020,67.36436331,10.64397324,23.64811916,38.10879877,80.65181895,31.14973002,52.44979951,56.4988522,23.14237514,16.35662169,40.60553755,51.50035387,40.74685837,54.98629393
