"year","intensity_SDA","Reference_key","Scenario_key","Region","Sector","m_flag"
2032,24.6214315678026,"IPCC_normative","IMAGE","Middle East","Combined",0
2033,21.8886938313468,"IPCC_normative","IMAGE","Middle East","Combined",0
2034,19.2294874108257,"IPCC_normative","IMAGE","Middle East","Combined",0
2035,16.6393982619794,"IPCC_normative","IMAGE","Middle East","Combined",0
2036,14.1145134533923,"IPCC_normative","IMAGE","Middle East","Combined",0
2037,11.6510545295871,"IPCC_normative","IMAGE","Middle East","Combined",0
2038,9.24558117196641,"IPCC_normative","IMAGE","Middle East","Combined",0
2039,6.89490526446565,"IPCC_normative","IMAGE","Middle East","Combined",0
2040,4.59606820083004,"IPCC_normative","IMAGE","Middle East","Combined",0
2041,4.07986882374145,"IPCC_normative","IMAGE","Middle East","Combined",0
2042,3.58054615943316,"IPCC_normative","IMAGE","Middle East","Combined",0
2043,3.09722212451679,"IPCC_normative","IMAGE","Middle East","Combined",0
2044,2.62910877637448,"IPCC_normative","IMAGE","Middle East","Combined",0
2045,2.17545895346901,"IPCC_normative","IMAGE","Middle East","Combined",0
2046,1.7355783967486,"IPCC_normative","IMAGE","Middle East","Combined",0
2047,1.30880177781064,"IPCC_normative","IMAGE","Middle East","Combined",0
2048,0.894521235432637,"IPCC_normative","IMAGE","Middle East","Combined",0
2049,0.492162235469689,"IPCC_normative","IMAGE","Middle East","Combined",0
2050,0.101179508976237,"IPCC_normative","IMAGE","Middle East","Combined",0
2020,83.4033966705902,"IPCC_normative","IMAGE","Middle East","Combined",1
2021,78.2417882910524,"IPCC_normative","IMAGE","Middle East","Combined",1
2022,72.204565372568,"IPCC_normative","IMAGE","Middle East","Combined",1
2023,66.369651726907,"IPCC_normative","IMAGE","Middle East","Combined",1
2024,60.7256357302503,"IPCC_normative","IMAGE","Middle East","Combined",1
2025,55.2618843359853,"IPCC_normative","IMAGE","Middle East","Combined",1
2026,49.9686110815852,"IPCC_normative","IMAGE","Middle East","Combined",1
2027,44.8366552090472,"IPCC_normative","IMAGE","Middle East","Combined",1
2028,39.8575607302278,"IPCC_normative","IMAGE","Middle East","Combined",1
2029,35.0234192426186,"IPCC_normative","IMAGE","Middle East","Combined",1
2030,30.3268666350287,"IPCC_normative","IMAGE","Middle East","Combined",1
2031,27.4324380573972,"IPCC_normative","IMAGE","Middle East","Combined",1
2032,24.6214315678026,"IPCC_normative","IMAGE","Middle East","Combined",1
2033,21.8886938313468,"IPCC_normative","IMAGE","Middle East","Combined",1
2034,19.2294874108257,"IPCC_normative","IMAGE","Middle East","Combined",1
2035,16.6393982619794,"IPCC_normative","IMAGE","Middle East","Combined",1
2036,14.1145134533923,"IPCC_normative","IMAGE","Middle East","Combined",1
2037,11.6510545295871,"IPCC_normative","IMAGE","Middle East","Combined",1
2038,9.24558117196641,"IPCC_normative","IMAGE","Middle East","Combined",1
2039,6.89490526446565,"IPCC_normative","IMAGE","Middle East","Combined",1
2040,4.59606820083004,"IPCC_normative","IMAGE","Middle East","Combined",1
2041,4.07986882374145,"IPCC_normative","IMAGE","Middle East","Combined",1
2042,3.58054615943316,"IPCC_normative","IMAGE","Middle East","Combined",1
2043,3.09722212451679,"IPCC_normative","IMAGE","Middle East","Combined",1
2044,2.62910877637448,"IPCC_normative","IMAGE","Middle East","Combined",1
2045,2.17545895346901,"IPCC_normative","IMAGE","Middle East","Combined",1
2046,1.7355783967486,"IPCC_normative","IMAGE","Middle East","Combined",1
2047,1.30880177781064,"IPCC_normative","IMAGE","Middle East","Combined",1
2048,0.894521235432637,"IPCC_normative","IMAGE","Middle East","Combined",1
2049,0.492162235469689,"IPCC_normative","IMAGE","Middle East","Combined",1
2050,0.101179508976237,"IPCC_normative","IMAGE","Middle East","Combined",1
2020,85.8034457636771,"IPCC_normative","IMAGE","Middle East","Combined",2
2021,79.9488952624002,"IPCC_normative","IMAGE","Middle East","Combined",2
2022,73.9782370969563,"IPCC_normative","IMAGE","Middle East","Combined",2
2023,68.1751795233982,"IPCC_normative","IMAGE","Middle East","Combined",2
2024,62.5317911484213,"IPCC_normative","IMAGE","Middle East","Combined",2
2025,57.0405495967344,"IPCC_normative","IMAGE","Middle East","Combined",2
2026,51.6944569185541,"IPCC_normative","IMAGE","Middle East","Combined",2
2027,46.4868515600919,"IPCC_normative","IMAGE","Middle East","Combined",2
2028,41.411524778691,"IPCC_normative","IMAGE","Middle East","Combined",2
2029,36.4625885377793,"IPCC_normative","IMAGE","Middle East","Combined",2
2030,31.6344988083064,"IPCC_normative","IMAGE","Middle East","Combined",2
2031,28.5289284310749,"IPCC_normative","IMAGE","Middle East","Combined",2
2032,25.5313046135955,"IPCC_normative","IMAGE","Middle East","Combined",2
2033,22.6342512724657,"IPCC_normative","IMAGE","Middle East","Combined",2
2034,19.8310435735605,"IPCC_normative","IMAGE","Middle East","Combined",2
2035,17.1154332100083,"IPCC_normative","IMAGE","Middle East","Combined",2
2036,14.4820247249233,"IPCC_normative","IMAGE","Middle East","Combined",2
2037,11.9255379522907,"IPCC_normative","IMAGE","Middle East","Combined",2
2038,9.44123630491552,"IPCC_normative","IMAGE","Middle East","Combined",2
2039,7.02476125381785,"IPCC_normative","IMAGE","Middle East","Combined",2
2040,4.67209558607782,"IPCC_normative","IMAGE","Middle East","Combined",2
2041,4.13937102858525,"IPCC_normative","IMAGE","Middle East","Combined",2
2042,3.62600915041031,"IPCC_normative","IMAGE","Middle East","Combined",2
2043,3.13089449349159,"IPCC_normative","IMAGE","Middle East","Combined",2
2044,2.65305403849308,"IPCC_normative","IMAGE","Middle East","Combined",2
2045,2.19156256244986,"IPCC_normative","IMAGE","Middle East","Combined",2
2046,1.74556824556955,"IPCC_normative","IMAGE","Middle East","Combined",2
2047,1.31424922472662,"IPCC_normative","IMAGE","Middle East","Combined",2
2048,0.896869139261525,"IPCC_normative","IMAGE","Middle East","Combined",2
2049,0.492732373799156,"IPCC_normative","IMAGE","Middle East","Combined",2
2050,0.101179508976237,"IPCC_normative","IMAGE","Middle East","Combined",2
2020,87.4615219162314,"IPCC_normative","SDS","Middle East","Combined",0
2021,83.4083455535888,"IPCC_normative","SDS","Middle East","Combined",0
2022,78.8717474750733,"IPCC_normative","SDS","Middle East","Combined",0
2023,74.1762655402141,"IPCC_normative","SDS","Middle East","Combined",0
2024,69.3454357714683,"IPCC_normative","SDS","Middle East","Combined",0
2025,64.3999236991538,"IPCC_normative","SDS","Middle East","Combined",0
2026,59.3580363924717,"IPCC_normative","SDS","Middle East","Combined",0
2027,54.2358476478676,"IPCC_normative","SDS","Middle East","Combined",0
2028,49.0476232819632,"IPCC_normative","SDS","Middle East","Combined",0
2029,43.8059265074045,"IPCC_normative","SDS","Middle East","Combined",0
2030,38.5218697060164,"IPCC_normative","SDS","Middle East","Combined",0
2031,35.1886257699024,"IPCC_normative","SDS","Middle East","Combined",0
2032,31.877211512596,"IPCC_normative","SDS","Middle East","Combined",0
2033,28.5891280610021,"IPCC_normative","SDS","Middle East","Combined",0
2034,25.3255300637359,"IPCC_normative","SDS","Middle East","Combined",0
2035,22.08714624357,"IPCC_normative","SDS","Middle East","Combined",0
2036,18.8748905409883,"IPCC_normative","SDS","Middle East","Combined",0
2037,15.6890217978234,"IPCC_normative","SDS","Middle East","Combined",0
2038,12.5297869697904,"IPCC_normative","SDS","Middle East","Combined",0
2039,9.3972907804051,"IPCC_normative","SDS","Middle East","Combined",0
2040,6.29151949127635,"IPCC_normative","SDS","Middle East","Combined",0
2041,5.61549442315779,"IPCC_normative","SDS","Middle East","Combined",0
2042,4.95291896686591,"IPCC_normative","SDS","Middle East","Combined",0
2043,4.30346034558201,"IPCC_normative","SDS","Middle East","Combined",0
2044,3.66686653267128,"IPCC_normative","SDS","Middle East","Combined",0
2045,3.04284885591676,"IPCC_normative","SDS","Middle East","Combined",0
2046,2.43112812017516,"IPCC_normative","SDS","Middle East","Combined",0
2047,1.8313828389024,"IPCC_normative","SDS","Middle East","Combined",0
2048,1.2433363207148,"IPCC_normative","SDS","Middle East","Combined",0
2049,0.666701232762064,"IPCC_normative","SDS","Middle East","Combined",0
2050,0.101179508976237,"IPCC_normative","SDS","Middle East","Combined",0
2020,121.134020618557,"IPCC_normative","SDS","Middle East","Combined",1
2021,113.634530831167,"IPCC_normative","SDS","Middle East","Combined",1
2022,104.862828622828,"IPCC_normative","SDS","Middle East","Combined",1
2023,96.3850689637628,"IPCC_normative","SDS","Middle East","Combined",1
2024,88.1846714879311,"IPCC_normative","SDS","Middle East","Combined",1
2025,80.2461870526206,"IPCC_normative","SDS","Middle East","Combined",1
2026,72.5553965481319,"IPCC_normative","SDS","Middle East","Combined",1
2027,65.0989899737762,"IPCC_normative","SDS","Middle East","Combined",1
2028,57.8646813147956,"IPCC_normative","SDS","Middle East","Combined",1
2029,50.8409801636497,"IPCC_normative","SDS","Middle East","Combined",1
2030,44.01718693358,"IPCC_normative","SDS","Middle East","Combined",1
2031,39.8117656845892,"IPCC_normative","SDS","Middle East","Combined",1
2032,35.7275514414913,"IPCC_normative","SDS","Middle East","Combined",1
2033,31.7570567353428,"IPCC_normative","SDS","Middle East","Combined",1
2034,27.893398370187,"IPCC_normative","SDS","Middle East","Combined",1
2035,24.1301630195147,"IPCC_normative","SDS","Middle East","Combined",1
2036,20.4616654420152,"IPCC_normative","SDS","Middle East","Combined",1
2037,16.8824157813917,"IPCC_normative","SDS","Middle East","Combined",1
2038,13.3874154727998,"IPCC_normative","SDS","Middle East","Combined",1
2039,9.97203238568835,"IPCC_normative","SDS","Middle East","Combined",1
2040,6.63196785271174,"IPCC_normative","SDS","Middle East","Combined",1
2041,5.88196287905279,"IPCC_normative","SDS","Middle East","Combined",1
2042,5.15647869926933,"IPCC_normative","SDS","Middle East","Combined",1
2043,4.45423951385866,"IPCC_normative","SDS","Middle East","Combined",1
2044,3.77410049214377,"IPCC_normative","SDS","Middle East","Combined",1
2045,3.11497605577272,"IPCC_normative","SDS","Middle East","Combined",1
2046,2.47585749035153,"IPCC_normative","SDS","Middle East","Combined",1
2047,1.85577811588555,"IPCC_normative","SDS","Middle East","Combined",1
2048,1.25385474855011,"IPCC_normative","SDS","Middle East","Combined",1
2049,0.669252626651652,"IPCC_normative","SDS","Middle East","Combined",1
2050,0.101179508976237,"IPCC_normative","SDS","Middle East","Combined",1
2020,87.4615219162314,"IPCC_normative","SDS","Middle East","Combined",2
2021,83.4083455535888,"IPCC_normative","SDS","Middle East","Combined",2
2022,78.8717474750733,"IPCC_normative","SDS","Middle East","Combined",2
2023,74.1762655402141,"IPCC_normative","SDS","Middle East","Combined",2
2024,69.3454357714683,"IPCC_normative","SDS","Middle East","Combined",2
2025,64.3999236991538,"IPCC_normative","SDS","Middle East","Combined",2
2026,59.3580363924717,"IPCC_normative","SDS","Middle East","Combined",2
2027,54.2358476478676,"IPCC_normative","SDS","Middle East","Combined",2
2028,49.0476232819632,"IPCC_normative","SDS","Middle East","Combined",2
2029,43.8059265074045,"IPCC_normative","SDS","Middle East","Combined",2
2030,38.5218697060164,"IPCC_normative","SDS","Middle East","Combined",2
2031,35.1886257699024,"IPCC_normative","SDS","Middle East","Combined",2
2032,31.877211512596,"IPCC_normative","SDS","Middle East","Combined",2
2033,28.5891280610021,"IPCC_normative","SDS","Middle East","Combined",2
2034,25.3255300637359,"IPCC_normative","SDS","Middle East","Combined",2
2035,22.08714624357,"IPCC_normative","SDS","Middle East","Combined",2
2036,18.8748905409883,"IPCC_normative","SDS","Middle East","Combined",2
2037,15.6890217978234,"IPCC_normative","SDS","Middle East","Combined",2
2038,12.5297869697904,"IPCC_normative","SDS","Middle East","Combined",2
2039,9.3972907804051,"IPCC_normative","SDS","Middle East","Combined",2
2040,6.29151949127635,"IPCC_normative","SDS","Middle East","Combined",2
2041,5.61549442315779,"IPCC_normative","SDS","Middle East","Combined",2
2042,4.95291896686591,"IPCC_normative","SDS","Middle East","Combined",2
2043,4.30346034558201,"IPCC_normative","SDS","Middle East","Combined",2
2044,3.66686653267128,"IPCC_normative","SDS","Middle East","Combined",2
2045,3.04284885591676,"IPCC_normative","SDS","Middle East","Combined",2
2046,2.43112812017516,"IPCC_normative","SDS","Middle East","Combined",2
2047,1.8313828389024,"IPCC_normative","SDS","Middle East","Combined",2
2048,1.2433363207148,"IPCC_normative","SDS","Middle East","Combined",2
2049,0.666701232762064,"IPCC_normative","SDS","Middle East","Combined",2
2050,0.101179508976237,"IPCC_normative","SDS","Middle East","Combined",2
2020,63.0116688275607,"IPCC_normative","IMAGE","North America","Combined",0
2021,59.1135815990101,"IPCC_normative","IMAGE","North America","Combined",0
2022,54.5542233866067,"IPCC_normative","IMAGE","North America","Combined",0
2023,50.1476507275854,"IPCC_normative","IMAGE","North America","Combined",0
2024,45.8852454739206,"IPCC_normative","IMAGE","North America","Combined",0
2025,41.7589774652138,"IPCC_normative","IMAGE","North America","Combined",0
2026,37.7614558880242,"IPCC_normative","IMAGE","North America","Combined",0
2027,33.8857624658866,"IPCC_normative","IMAGE","North America","Combined",0
2028,30.1255111700743,"IPCC_normative","IMAGE","North America","Combined",0
2029,26.4747295128377,"IPCC_normative","IMAGE","North America","Combined",0
2030,22.9278560595089,"IPCC_normative","IMAGE","North America","Combined",0
2031,20.7419608418196,"IPCC_normative","IMAGE","North America","Combined",0
2032,18.6190666408763,"IPCC_normative","IMAGE","North America","Combined",0
2033,16.5552816176486,"IPCC_normative","IMAGE","North America","Combined",0
2034,14.5470280223147,"IPCC_normative","IMAGE","North America","Combined",0
2035,12.5909723339462,"IPCC_normative","IMAGE","North America","Combined",0
2036,10.684159475975,"IPCC_normative","IMAGE","North America","Combined",0
2037,8.82373592911857,"IPCC_normative","IMAGE","North America","Combined",0
2038,7.00710353772441,"IPCC_normative","IMAGE","North America","Combined",0
2039,5.23185461147585,"IPCC_normative","IMAGE","North America","Combined",0
2040,3.49575478766881,"IPCC_normative","IMAGE","North America","Combined",0
2041,3.10591695975616,"IPCC_normative","IMAGE","North America","Combined",0
2042,2.72882455801911,"IPCC_normative","IMAGE","North America","Combined",0
2043,2.36381444697932,"IPCC_normative","IMAGE","North America","Combined",0
2044,2.01029156617701,"IPCC_normative","IMAGE","North America","Combined",0
2045,1.66769165334512,"IPCC_normative","IMAGE","North America","Combined",0
2046,1.33549039858951,"IPCC_normative","IMAGE","North America","Combined",0
2047,1.01318534066975,"IPCC_normative","IMAGE","North America","Combined",0
2048,0.700317418011643,"IPCC_normative","IMAGE","North America","Combined",0
2049,0.396452737911993,"IPCC_normative","IMAGE","North America","Combined",0
2050,0.101179508976237,"IPCC_normative","IMAGE","North America","Combined",0
2020,63.0116688275607,"IPCC_normative","IMAGE","North America","Combined",1
2021,59.1135815990101,"IPCC_normative","IMAGE","North America","Combined",1
2022,54.5542233866067,"IPCC_normative","IMAGE","North America","Combined",1
2023,50.1476507275854,"IPCC_normative","IMAGE","North America","Combined",1
2024,45.8852454739206,"IPCC_normative","IMAGE","North America","Combined",1
2025,41.7589774652138,"IPCC_normative","IMAGE","North America","Combined",1
2026,37.7614558880242,"IPCC_normative","IMAGE","North America","Combined",1
2027,33.8857624658866,"IPCC_normative","IMAGE","North America","Combined",1
2028,30.1255111700743,"IPCC_normative","IMAGE","North America","Combined",1
2029,26.4747295128377,"IPCC_normative","IMAGE","North America","Combined",1
2030,22.9278560595089,"IPCC_normative","IMAGE","North America","Combined",1
2031,20.7419608418196,"IPCC_normative","IMAGE","North America","Combined",1
