"year","intensity_SDA","Reference_key","Scenario_key","Region","Sector","m_flag"
2020,11.5054407057975,"IPCC_normative","IMAGE","Africa","Combined",0
2021,10.9897611413437,"IPCC_normative","IMAGE","Africa","Combined",0
2022,10.4084130161936,"IPCC_normative","IMAGE","Africa","Combined",0
2023,9.80401035578579,"IPCC_normative","IMAGE","Africa","Combined",0
2024,9.17984747273458,"IPCC_normative","IMAGE","Africa","Combined",0
2025,8.53882089277721,"IPCC_normative","IMAGE","Africa","Combined",0
2026,7.88349896380581,"IPCC_normative","IMAGE","Africa","Combined",0
2027,7.21614042139297,"IPCC_normative","IMAGE","Africa","Combined",0
2028,6.53875205902361,"IPCC_normative","IMAGE","Africa","Combined",0
2029,5.85310416827092,"IPCC_normative","IMAGE","Africa","Combined",0
2030,5.16076500577837,"IPCC_normative","IMAGE","Africa","Combined",0
2031,4.7244582754634,"IPCC_normative","IMAGE","Africa","Combined",0
2032,4.29038239494764,"IPCC_normative","IMAGE","Africa","Combined",0
2033,3.85879661008657,"IPCC_normative","IMAGE","Africa","Combined",0
2034,3.42990784794657,"IPCC_normative","IMAGE","Africa","Combined",0
2035,3.00386103767281,"IPCC_normative","IMAGE","Africa","Combined",0
2036,2.58082048730577,"IPCC_normative","IMAGE","Africa","Combined",0
2037,2.16085956571613,"IPCC_normative","IMAGE","Africa","Combined",0
2038,1.74404611914711,"IPCC_normative","IMAGE","Africa","Combined",0
2039,1.33042572473135,"IPCC_normative","IMAGE","Africa","Combined",0
2040,0.920025223079271,"IPCC_normative","IMAGE","Africa","Combined",0
2041,0.830841939100845,"IPCC_normative","IMAGE","Africa","Combined",0
2042,0.743370289784188,"IPCC_normative","IMAGE","Africa","Combined",0
2043,0.657572476300163,"IPCC_normative","IMAGE","Africa","Combined",0
2044,0.573420789025065,"IPCC_normative","IMAGE","Africa","Combined",0
2045,0.490882135578605,"IPCC_normative","IMAGE","Africa","Combined",0
2046,0.409924202268565,"IPCC_normative","IMAGE","Africa","Combined",0
2047,0.330508643600367,"IPCC_normative","IMAGE","Africa","Combined",0
2048,0.252602664551348,"IPCC_normative","IMAGE","Africa","Combined",0
2049,0.176171714867156,"IPCC_normative","IMAGE","Africa","Combined",0
2050,0.101179508976237,"IPCC_normative","IMAGE","Africa","Combined",0
2020,16.1545562442305,"IPCC_normative","IMAGE","Africa","Combined",1
2021,15.1598499002708,"IPCC_normative","IMAGE","Africa","Combined",1
2022,13.9964017082844,"IPCC_normative","IMAGE","Africa","Combined",1
2023,12.8719410376909,"IPCC_normative","IMAGE","Africa","Combined",1
2024,11.7842687261803,"IPCC_normative","IMAGE","Africa","Combined",1
2025,10.7313356529856,"IPCC_normative","IMAGE","Africa","Combined",1
2026,9.71125584465747,"IPCC_normative","IMAGE","Africa","Combined",1
2027,8.72226390881598,"IPCC_normative","IMAGE","Africa","Combined",1
2028,7.7627302710277,"IPCC_normative","IMAGE","Africa","Combined",1
2029,6.83113088344413,"IPCC_normative","IMAGE","Africa","Combined",1
2030,5.92604658994558,"IPCC_normative","IMAGE","Africa","Combined",1
2031,5.36825408485707,"IPCC_normative","IMAGE","Africa","Combined",1
2032,4.82653805711728,"IPCC_normative","IMAGE","Africa","Combined",1
2033,4.29990539478537,"IPCC_normative","IMAGE","Africa","Combined",1
2034,3.78744313459594,"IPCC_normative","IMAGE","Africa","Combined",1
2035,3.28830063513935,"IPCC_normative","IMAGE","Africa","Combined",1
2036,2.80172382570423,"IPCC_normative","IMAGE","Africa","Combined",1
2037,2.3269845507706,"IPCC_normative","IMAGE","Africa","Combined",1
2038,1.86341981801464,"IPCC_normative","IMAGE","Africa","Combined",1
2039,1.41041523768776,"IPCC_normative","IMAGE","Africa","Combined",1
2040,0.967400649445644,"IPCC_normative","IMAGE","Africa","Combined",1
2041,0.867922588077485,"IPCC_normative","IMAGE","Africa","Combined",1
2042,0.771696879858453,"IPCC_normative","IMAGE","Africa","Combined",1
2043,0.678554307162428,"IPCC_normative","IMAGE","Africa","Combined",1
2044,0.588343023614592,"IPCC_normative","IMAGE","Africa","Combined",1
2045,0.500919041863255,"IPCC_normative","IMAGE","Africa","Combined",1
2046,0.416148569525813,"IPCC_normative","IMAGE","Africa","Combined",1
2047,0.333903389516772,"IPCC_normative","IMAGE","Africa","Combined",1
2048,0.254066359393351,"IPCC_normative","IMAGE","Africa","Combined",1
2049,0.176526759256491,"IPCC_normative","IMAGE","Africa","Combined",1
2050,0.101179508976237,"IPCC_normative","IMAGE","Africa","Combined",1
2020,11.5054407057975,"IPCC_normative","IMAGE","Africa","Combined",2
2021,10.9897611413437,"IPCC_normative","IMAGE","Africa","Combined",2
2022,10.4084130161936,"IPCC_normative","IMAGE","Africa","Combined",2
2023,9.80401035578579,"IPCC_normative","IMAGE","Africa","Combined",2
2024,9.17984747273458,"IPCC_normative","IMAGE","Africa","Combined",2
2025,8.53882089277721,"IPCC_normative","IMAGE","Africa","Combined",2
2026,7.88349896380581,"IPCC_normative","IMAGE","Africa","Combined",2
2027,7.21614042139297,"IPCC_normative","IMAGE","Africa","Combined",2
2028,6.53875205902361,"IPCC_normative","IMAGE","Africa","Combined",2
2029,5.85310416827092,"IPCC_normative","IMAGE","Africa","Combined",2
2030,5.16076500577837,"IPCC_normative","IMAGE","Africa","Combined",2
2031,4.7244582754634,"IPCC_normative","IMAGE","Africa","Combined",2
2032,4.29038239494764,"IPCC_normative","IMAGE","Africa","Combined",2
2033,3.85879661008657,"IPCC_normative","IMAGE","Africa","Combined",2
2034,3.42990784794657,"IPCC_normative","IMAGE","Africa","Combined",2
2035,3.00386103767281,"IPCC_normative","IMAGE","Africa","Combined",2
2036,2.58082048730577,"IPCC_normative","IMAGE","Africa","Combined",2
2037,2.16085956571613,"IPCC_normative","IMAGE","Africa","Combined",2
2038,1.74404611914711,"IPCC_normative","IMAGE","Africa","Combined",2
2039,1.33042572473135,"IPCC_normative","IMAGE","Africa","Combined",2
2040,0.920025223079271,"IPCC_normative","IMAGE","Africa","Combined",2
2041,0.830841939100845,"IPCC_normative","IMAGE","Africa","Combined",2
2042,0.743370289784188,"IPCC_normative","IMAGE","Africa","Combined",2
2043,0.657572476300163,"IPCC_normative","IMAGE","Africa","Combined",2
2044,0.573420789025065,"IPCC_normative","IMAGE","Africa","Combined",2
2045,0.490882135578605,"IPCC_normative","IMAGE","Africa","Combined",2
2046,0.409924202268565,"IPCC_normative","IMAGE","Africa","Combined",2
2047,0.330508643600367,"IPCC_normative","IMAGE","Africa","Combined",2
2048,0.252602664551348,"IPCC_normative","IMAGE","Africa","Combined",2
2049,0.176171714867156,"IPCC_normative","IMAGE","Africa","Combined",2
2050,0.101179508976237,"IPCC_normative","IMAGE","Africa","Combined",2
2020,12.4746894685267,"IPCC_normative","SDS","Africa","Combined",0
2021,11.8178790550053,"IPCC_normative","SDS","Africa","Combined",0
2022,11.1083718620404,"IPCC_normative","SDS","Africa","Combined",0
2023,10.3906076473293,"IPCC_normative","SDS","Africa","Combined",0
2024,9.66655371645398,"IPCC_normative","SDS","Africa","Combined",0
2025,8.93791284897519,"IPCC_normative","SDS","Africa","Combined",0
2026,8.20617878037115,"IPCC_normative","SDS","Africa","Combined",0
2027,7.47264024265703,"IPCC_normative","SDS","Africa","Combined",0
2028,6.73842795312447,"IPCC_normative","SDS","Africa","Combined",0
2029,6.00451916797188,"IPCC_normative","SDS","Africa","Combined",0
2030,5.27176349048099,"IPCC_normative","SDS","Africa","Combined",0
2031,4.80689206489384,"IPCC_normative","SDS","Africa","Combined",0
2032,4.34892373500107,"IPCC_normative","SDS","Africa","Combined",0
2033,3.89768138261511,"IPCC_normative","SDS","Africa","Combined",0
2034,3.45298246960528,"IPCC_normative","SDS","Africa","Combined",0
2035,3.01462352244065,"IPCC_normative","SDS","Africa","Combined",0
2036,2.5824568615038,"IPCC_normative","SDS","Africa","Combined",0
2037,2.15627540408622,"IPCC_normative","SDS","Africa","Combined",0
2038,1.73589483899616,"IPCC_normative","SDS","Africa","Combined",0
2039,1.32113350645758,"IPCC_normative","SDS","Africa","Combined",0
2040,0.911813119529574,"IPCC_normative","SDS","Africa","Combined",0
2041,0.821808972654428,"IPCC_normative","SDS","Africa","Combined",0
2042,0.733981475740046,"IPCC_normative","SDS","Africa","Combined",0
2043,0.648248744369812,"IPCC_normative","SDS","Africa","Combined",0
2044,0.564543115911449,"IPCC_normative","SDS","Africa","Combined",0
2045,0.48279542587935,"IPCC_normative","SDS","Africa","Combined",0
2046,0.402940675590184,"IPCC_normative","SDS","Africa","Combined",0
2047,0.324911023058272,"IPCC_normative","SDS","Africa","Combined",0
2048,0.248646801341827,"IPCC_normative","SDS","Africa","Combined",0
2049,0.174089090656629,"IPCC_normative","SDS","Africa","Combined",0
2050,0.101179508976237,"IPCC_normative","SDS","Africa","Combined",0
2020,15.6833457804332,"IPCC_normative","SDS","Africa","Combined",1
2021,14.7178367851316,"IPCC_normative","SDS","Africa","Combined",1
2022,13.5885389760329,"IPCC_normative","SDS","Africa","Combined",1
2023,12.4970842980633,"IPCC_normative","SDS","Africa","Combined",1
2024,11.4413381403345,"IPCC_normative","SDS","Africa","Combined",1
2025,10.419311529372,"IPCC_normative","SDS","Africa","Combined",1
2026,9.42917385019958,"IPCC_normative","SDS","Africa","Combined",1
2027,8.46921152952662,"IPCC_normative","SDS","Africa","Combined",1
2028,7.53784282538114,"IPCC_normative","SDS","Africa","Combined",1
2029,6.63358842488259,"IPCC_normative","SDS","Africa","Combined",1
2030,5.75507082802043,"IPCC_normative","SDS","Africa","Combined",1
2031,5.21365105680343,"IPCC_normative","SDS","Africa","Combined",1
2032,4.68783587440525,"IPCC_normative","SDS","Africa","Combined",1
2033,4.1766613194336,"IPCC_normative","SDS","Africa","Combined",1
2034,3.67924122658907,"IPCC_normative","SDS","Africa","Combined",1
2035,3.19474992311129,"IPCC_normative","SDS","Africa","Combined",1
2036,2.72245547232434,"IPCC_normative","SDS","Africa","Combined",1
2037,2.261651092062,"IPCC_normative","SDS","Africa","Combined",1
2038,1.8116932506364,"IPCC_normative","SDS","Africa","Combined",1
2039,1.37198559231655,"IPCC_normative","SDS","Africa","Combined",1
2040,0.941974692521871,"IPCC_normative","SDS","Africa","Combined",1
2041,0.845416584021448,"IPCC_normative","SDS","Africa","Combined",1
2042,0.752015363220041,"IPCC_normative","SDS","Africa","Combined",1
2043,0.661606779491147,"IPCC_normative","SDS","Africa","Combined",1
2044,0.574043443565881,"IPCC_normative","SDS","Africa","Combined",1
2045,0.489185594514687,"IPCC_normative","SDS","Africa","Combined",1
2046,0.406903367126903,"IPCC_normative","SDS","Africa","Combined",1
2047,0.327072307838772,"IPCC_normative","SDS","Africa","Combined",1
2048,0.249578712658234,"IPCC_normative","SDS","Africa","Combined",1
2049,0.174315111617746,"IPCC_normative","SDS","Africa","Combined",1
2050,0.101179508976237,"IPCC_normative","SDS","Africa","Combined",1
2020,12.4746894685267,"IPCC_normative","SDS","Africa","Combined",2
2021,11.8178790550053,"IPCC_normative","SDS","Africa","Combined",2
2022,11.1083718620404,"IPCC_normative","SDS","Africa","Combined",2
2023,10.3906076473293,"IPCC_normative","SDS","Africa","Combined",2
2024,9.66655371645398,"IPCC_normative","SDS","Africa","Combined",2
2025,8.93791284897519,"IPCC_normative","SDS","Africa","Combined",2
2026,8.20617878037115,"IPCC_normative","SDS","Africa","Combined",2
2027,7.47264024265703,"IPCC_normative","SDS","Africa","Combined",2
2028,6.73842795312447,"IPCC_normative","SDS","Africa","Combined",2
2029,6.00451916797188,"IPCC_normative","SDS","Africa","Combined",2
2030,5.27176349048099,"IPCC_normative","SDS","Africa","Combined",2
2031,4.80689206489384,"IPCC_normative","SDS","Africa","Combined",2
2032,4.34892373500107,"IPCC_normative","SDS","Africa","Combined",2
2033,3.89768138261511,"IPCC_normative","SDS","Africa","Combined",2
2034,3.45298246960528,"IPCC_normative","SDS","Africa","Combined",2
2035,3.01462352244065,"IPCC_normative","SDS","Africa","Combined",2
2036,2.5824568615038,"IPCC_normative","SDS","Africa","Combined",2
2037,2.15627540408622,"IPCC_normative","SDS","Africa","Combined",2
2038,1.73589483899616,"IPCC_normative","SDS","Africa","Combined",2
2039,1.32113350645758,"IPCC_normative","SDS","Africa","Combined",2
2040,0.911813119529574,"IPCC_normative","SDS","Africa","Combined",2
2041,0.821808972654428,"IPCC_normative","SDS","Africa","Combined",2
2042,0.733981475740046,"IPCC_normative","SDS","Africa","Combined",2
2043,0.648248744369812,"IPCC_normative","SDS","Africa","Combined",2
2044,0.564543115911449,"IPCC_normative","SDS","Africa","Combined",2
2045,0.48279542587935,"IPCC_normative","SDS","Africa","Combined",2
2046,0.402940675590184,"IPCC_normative","SDS","Africa","Combined",2
2047,0.324911023058272,"IPCC_normative","SDS","Africa","Combined",2
2048,0.248646801341827,"IPCC_normative","SDS","Africa","Combined",2
2049,0.174089090656629,"IPCC_normative","SDS","Africa","Combined",2
2050,0.101179508976237,"IPCC_normative","SDS","Africa","Combined",2
2020,698.447893569845,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2021,655.176629323348,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2022,604.564833733358,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2023,555.649055617023,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2024,508.333628012913,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2025,462.529410998762,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2026,418.154361812917,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2027,375.131683156727,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2028,333.390486022248,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2029,292.864471971173,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2030,253.491905517614,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2031,229.227068936479,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2032,205.661583981815,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2033,182.752248748377,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2034,160.459347922249,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2035,138.74587728662,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2036,117.579033599396,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2037,96.9271409693884,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2038,76.7613582052115,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2039,57.0549584026664,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2040,37.7831387050386,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2041,33.4556891956131,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2042,29.2697220778435,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2043,25.2178761233037,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2044,21.2935457798629,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2045,17.4904673750505,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2046,13.8028207333172,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2047,10.2250282131599,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2048,6.75199393716054,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2049,3.37890141848479,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2050,0.101179508976237,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0
2020,698.447893569845,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2021,655.176629323348,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2022,604.564833733358,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2023,555.649055617023,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2024,508.333628012913,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2025,462.529410998762,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2026,418.154361812917,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2027,375.131683156727,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2028,333.390486022248,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2029,292.864471971173,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2030,253.491905517614,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2031,229.227068936479,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2032,205.661583981815,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2033,182.752248748377,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2034,160.459347922249,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2035,138.74587728662,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2036,117.579033599396,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2037,96.9271409693884,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2038,76.7613582052115,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2039,57.0549584026664,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2040,37.7831387050386,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2041,33.4556891956131,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2042,29.2697220778435,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2043,25.2178761233037,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2044,21.2935457798629,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2045,17.4904673750505,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2046,13.8028207333172,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2047,10.2250282131599,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2048,6.75199393716054,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2049,3.37890141848479,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2050,0.101179508976237,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1
2020,955.120816178669,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2021,877.692551146634,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2022,801.294412148565,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2023,728.862916557991,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2024,660.10838749666,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2025,594.766633211031,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2026,532.597722477902,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2027,473.381872249191,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2028,416.918792986635,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2029,363.024688516526,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2030,311.531064141055,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2031,277.991124836017,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2032,246.215585478206,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2033,216.064831549487,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2034,187.412937294245,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2035,160.145090689926,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2036,134.160338497035,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2037,109.363930599663,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2038,85.6707771842262,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2039,63.0033599662338,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2040,41.2909330171956,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2041,36.2011586651656,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2042,31.367177936364,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2043,26.7714409581764,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2044,22.398395360809,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2045,18.2335648228701,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2046,14.2637069725387,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2047,10.4763768687956,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2048,6.86035203091727,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2049,3.40519616017103,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2050,0.101179508976237,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2
2020,489.227730451119,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2021,458.151142766124,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2022,425.966306188157,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2023,394.335558031338,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2024,363.252227083158,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2025,332.707963983249,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2026,302.693881266975,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2027,273.199866973158,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2028,244.215623315059,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2029,215.730205701681,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2030,187.732434040755,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2031,169.80352895303,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2032,152.383044086995,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2033,135.439891521294,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2034,118.94546702038,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2035,102.872773262565,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2036,87.1988453464104,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2037,71.9004333313612,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2038,56.9566988121571,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2039,42.3483170885139,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2040,28.0573421947287,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2041,24.8546074670243,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2042,21.7547063667053,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2043,18.7522543230531,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2044,15.8426010438704,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2045,13.0212648281762,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2046,10.2841031476368,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2047,7.62705555375483,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2048,5.04649787911815,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2049,2.53897481768697,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2050,0.101179508976237,"IPCC_normative","SDS","Asia Pacific Developed","Combined",0
2020,519.615692554043,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2021,487.425307289477,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2022,449.774149475082,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2023,413.384694013116,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2024,378.18577227934,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2025,344.111071248466,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2026,311.099557619255,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2027,279.094100298499,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2028,248.041963492215,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2029,217.89382642578,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2030,188.603762798915,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2031,170.552650784277,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2032,153.021800857738,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2033,135.979074231622,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2034,119.394925865402,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2035,103.241827559559,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2036,87.4953763062487,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2037,72.1320077571951,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2038,57.1302663557301,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2039,42.4702694069963,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2040,28.1335655547136,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2041,24.9142866788337,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2042,21.8002594699634,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2043,18.7860077585664,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2044,15.8666175382769,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2045,13.0374291340538,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2046,10.2941127973561,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2047,7.6325192057182,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2048,5.04885743090616,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2049,2.53954438909947,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2050,0.101179508976237,"IPCC_normative","SDS","Asia Pacific Developed","Combined",1
2020,489.227730451119,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2021,458.151142766124,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2022,425.966306188157,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2023,394.335558031338,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2024,363.252227083158,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2025,332.707963983249,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2026,302.693881266975,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2027,273.199866973158,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2028,244.215623315059,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2029,215.730205701681,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2030,187.732434040755,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2031,169.80352895303,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2032,152.383044086995,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2033,135.439891521294,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2034,118.94546702038,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2035,102.872773262565,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2036,87.1988453464104,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2037,71.9004333313612,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2038,56.9566988121571,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2039,42.3483170885139,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2040,28.0573421947287,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2041,24.8546074670243,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2042,21.7547063667053,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
2043,18.7522543230531,"IPCC_normative","SDS","Asia Pacific Developed","Combined",2
