"year","country","intensity","Reference_key","Scenario_key","scope"
2028,"Romania",15.05183694,"CRREM","CRREM EU Multi-family","Combined"
2028,"Slovakia",10.58749772,"CRREM","CRREM EU Multi-family","Combined"
2028,"Slovenia",14.62706387,"CRREM","CRREM EU Multi-family","Combined"
2028,"Spain",7.636778267,"CRREM","CRREM EU Multi-family","Combined"
2028,"Sweden",3.704462865,"CRREM","CRREM EU Multi-family","Combined"
2028,"United Kingdom",14.02798887,"CRREM","CRREM EU Multi-family","Combined"
2028,"Croatia",12.15059823,"CRREM","CRREM EU Multi-family","Combined"
2028,"Switzerland",9.580564746,"CRREM","CRREM EU Multi-family","Combined"
2028,"Norway",3.408266293,"CRREM","CRREM EU Multi-family","Combined"
2029,"Austria",11.23513459,"CRREM","CRREM EU Multi-family","Combined"
2029,"Belgium",20.09976804,"CRREM","CRREM EU Multi-family","Combined"
2029,"Bulgaria",16.35607177,"CRREM","CRREM EU Multi-family","Combined"
2029,"Cyprus",10.46619609,"CRREM","CRREM EU Multi-family","Combined"
2029,"Czech Republic",26.00708468,"CRREM","CRREM EU Multi-family","Combined"
2029,"Denmark",8.395883257,"CRREM","CRREM EU Multi-family","Combined"
2029,"Estonia",48.32510728,"CRREM","CRREM EU Multi-family","Combined"
2029,"Finland",17.32835592,"CRREM","CRREM EU Multi-family","Combined"
2029,"France",8.857935032,"CRREM","CRREM EU Multi-family","Combined"
2029,"Germany",16.44655004,"CRREM","CRREM EU Multi-family","Combined"
2029,"Greece",15.29899128,"CRREM","CRREM EU Multi-family","Combined"
2029,"Hungary",11.87389713,"CRREM","CRREM EU Multi-family","Combined"
2029,"Ireland",18.47016952,"CRREM","CRREM EU Multi-family","Combined"
2029,"Italy",8.455946135,"CRREM","CRREM EU Multi-family","Combined"
2029,"Latvia",11.82442425,"CRREM","CRREM EU Multi-family","Combined"
2029,"Lithuania",14.94341822,"CRREM","CRREM EU Multi-family","Combined"
2029,"Luxembourg",17.77191916,"CRREM","CRREM EU Multi-family","Combined"
2029,"Malta",8.458180112,"CRREM","CRREM EU Multi-family","Combined"
2029,"Netherlands",13.02858484,"CRREM","CRREM EU Multi-family","Combined"
2029,"Poland",32.91764565,"CRREM","CRREM EU Multi-family","Combined"
2029,"Portugal",6.111263923,"CRREM","CRREM EU Multi-family","Combined"
2029,"Romania",13.62604454,"CRREM","CRREM EU Multi-family","Combined"
2029,"Slovakia",9.593120658,"CRREM","CRREM EU Multi-family","Combined"
2029,"Slovenia",13.23783888,"CRREM","CRREM EU Multi-family","Combined"
2029,"Spain",6.982909933,"CRREM","CRREM EU Multi-family","Combined"
2029,"Sweden",3.383183665,"CRREM","CRREM EU Multi-family","Combined"
2029,"United Kingdom",12.61100816,"CRREM","CRREM EU Multi-family","Combined"
2029,"Croatia",10.9942592,"CRREM","CRREM EU Multi-family","Combined"
2029,"Switzerland",8.637178142,"CRREM","CRREM EU Multi-family","Combined"
2029,"Norway",2.759690722,"CRREM","CRREM EU Multi-family","Combined"
2030,"Austria",10.07156138,"CRREM","CRREM EU Multi-family","Combined"
2030,"Belgium",17.87764093,"CRREM","CRREM EU Multi-family","Combined"
2030,"Bulgaria",14.63936951,"CRREM","CRREM EU Multi-family","Combined"
2030,"Cyprus",9.480155508,"CRREM","CRREM EU Multi-family","Combined"
2030,"Czech Republic",23.01807276,"CRREM","CRREM EU Multi-family","Combined"
2030,"Denmark",7.553360264,"CRREM","CRREM EU Multi-family","Combined"
2030,"Estonia",43.59976543,"CRREM","CRREM EU Multi-family","Combined"
2030,"Finland",15.74694577,"CRREM","CRREM EU Multi-family","Combined"
2030,"France",7.961080977,"CRREM","CRREM EU Multi-family","Combined"
2030,"Germany",14.81578652,"CRREM","CRREM EU Multi-family","Combined"
2030,"Greece",13.71212163,"CRREM","CRREM EU Multi-family","Combined"
2030,"Hungary",10.59093523,"CRREM","CRREM EU Multi-family","Combined"
2030,"Ireland",16.5652745,"CRREM","CRREM EU Multi-family","Combined"
2030,"Italy",7.571976713,"CRREM","CRREM EU Multi-family","Combined"
2030,"Latvia",10.54870932,"CRREM","CRREM EU Multi-family","Combined"
2030,"Lithuania",13.44217096,"CRREM","CRREM EU Multi-family","Combined"
2030,"Luxembourg",16.08657427,"CRREM","CRREM EU Multi-family","Combined"
2030,"Malta",7.636513018,"CRREM","CRREM EU Multi-family","Combined"
2030,"Netherlands",11.6590181,"CRREM","CRREM EU Multi-family","Combined"
2030,"Poland",29.57495323,"CRREM","CRREM EU Multi-family","Combined"
2030,"Portugal",5.571604084,"CRREM","CRREM EU Multi-family","Combined"
2030,"Romania",12.20335108,"CRREM","CRREM EU Multi-family","Combined"
