"year","intensity_SDA","Reference_key","Scenario_key","Region","Sector"
2035,6.38335891216304,"IPCC_normative","RECC","Middle East","Residential"
2036,5.47315173608539,"IPCC_normative","RECC","Middle East","Residential"
2037,4.58300444924898,"IPCC_normative","RECC","Middle East","Residential"
2038,3.71175698445791,"IPCC_normative","RECC","Middle East","Residential"
2039,2.85833752111333,"IPCC_normative","RECC","Middle East","Residential"
2040,2.02175421906789,"IPCC_normative","RECC","Middle East","Residential"
2041,1.80716821366682,"IPCC_normative","RECC","Middle East","Residential"
2042,1.59991519729929,"IPCC_normative","RECC","Middle East","Residential"
2043,1.39959338016551,"IPCC_normative","RECC","Middle East","Residential"
2044,1.20584584442091,"IPCC_normative","RECC","Middle East","Residential"
2045,1.01833440563115,"IPCC_normative","RECC","Middle East","Residential"
2046,0.836751906136464,"IPCC_normative","RECC","Middle East","Residential"
2047,0.660791845981408,"IPCC_normative","RECC","Middle East","Residential"
2048,0.490181765463462,"IPCC_normative","RECC","Middle East","Residential"
2049,0.324664663604682,"IPCC_normative","RECC","Middle East","Residential"
2050,0.16399633953584,"IPCC_normative","RECC","Middle East","Residential"
2020,29.97642303806,"IPCC_normative","RECC","North America","Residential"
2021,28.1826781793816,"IPCC_normative","RECC","North America","Residential"
2022,26.1942168469697,"IPCC_normative","RECC","North America","Residential"
2023,24.2622489505228,"IPCC_normative","RECC","North America","Residential"
2024,22.3839396479222,"IPCC_normative","RECC","North America","Residential"
2025,20.5566255831341,"IPCC_normative","RECC","North America","Residential"
2026,18.8202226611257,"IPCC_normative","RECC","North America","Residential"
2027,17.1176494762974,"IPCC_normative","RECC","North America","Residential"
2028,15.4479018111751,"IPCC_normative","RECC","North America","Residential"
2029,13.8099922716314,"IPCC_normative","RECC","North America","Residential"
2030,12.2029379118442,"IPCC_normative","RECC","North America","Residential"
2031,11.0852888685425,"IPCC_normative","RECC","North America","Residential"
2032,9.99751727546948,"IPCC_normative","RECC","North America","Residential"
2033,8.9377469299393,"IPCC_normative","RECC","North America","Residential"
2034,7.90425682580387,"IPCC_normative","RECC","North America","Residential"
2035,6.89543899908695,"IPCC_normative","RECC","North America","Residential"
2036,5.91028861710972,"IPCC_normative","RECC","North America","Residential"
2037,4.94684978396203,"IPCC_normative","RECC","North America","Residential"
2038,4.00386691666106,"IPCC_normative","RECC","North America","Residential"
2039,3.0801799447304,"IPCC_normative","RECC","North America","Residential"
2040,2.17471536344969,"IPCC_normative","RECC","North America","Residential"
2041,1.94246111327027,"IPCC_normative","RECC","North America","Residential"
2042,1.71814362423414,"IPCC_normative","RECC","North America","Residential"
2043,1.50132802460534,"IPCC_normative","RECC","North America","Residential"
2044,1.29162800919955,"IPCC_normative","RECC","North America","Residential"
2045,1.08867754868475,"IPCC_normative","RECC","North America","Residential"
2046,0.892144195137212,"IPCC_normative","RECC","North America","Residential"
2047,0.701696212490562,"IPCC_normative","RECC","North America","Residential"
2048,0.517038707684114,"IPCC_normative","RECC","North America","Residential"
2049,0.337893519197891,"IPCC_normative","RECC","North America","Residential"
2050,0.16399633953584,"IPCC_normative","RECC","North America","Residential"
2020,25.9973166045733,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2021,24.6078091604219,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2022,23.2044489849788,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2023,21.7888518589334,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2024,20.3641490288781,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2025,18.9330605128515,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2026,17.5374502173086,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2027,16.1291600547273,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2028,14.7106960946444,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2029,13.2842932606951,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2030,11.8519294123365,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2031,10.806102132896,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2032,9.7798918559597,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2033,8.77237938047737,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2034,7.78269607529639,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2035,6.80997001476263,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2036,5.85392713113162,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2037,4.91320031031,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2038,3.98708089983565,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2039,3.07490099517582,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2040,2.17603082375984,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2041,1.94812202102546,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2042,1.72688382853712,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2043,1.51199278884415,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2044,1.30317894768002,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2045,1.10017563391327,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2046,0.902742427575213,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2047,0.710623165868335,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2048,0.523599093584551,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2049,0.341458799525372,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2050,0.16399633953584,"IPCC_normative","RECC","Southeast Asia and Developing Pacific","Residential"
2020,4.98640475375894,"IPCC_normative","RECC","Southern Asia","Residential"
2021,4.68172791880211,"IPCC_normative","RECC","Southern Asia","Residential"
2022,4.38261953324814,"IPCC_normative","RECC","Southern Asia","Residential"
2023,4.08862669394558,"IPCC_normative","RECC","Southern Asia","Residential"
2024,3.78538043151904,"IPCC_normative","RECC","Southern Asia","Residential"
2025,3.48756661654036,"IPCC_normative","RECC","Southern Asia","Residential"
2026,3.20456940850242,"IPCC_normative","RECC","Southern Asia","Residential"
2027,2.92708573712657,"IPCC_normative","RECC","Southern Asia","Residential"
2028,2.65495193605528,"IPCC_normative","RECC","Southern Asia","Residential"
2029,2.38800708078318,"IPCC_normative","RECC","Southern Asia","Residential"
2030,2.12609097178532,"IPCC_normative","RECC","Southern Asia","Residential"
2031,1.94393765079528,"IPCC_normative","RECC","Southern Asia","Residential"
2032,1.76665372670089,"IPCC_normative","RECC","Southern Asia","Residential"
2033,1.59393341786868,"IPCC_normative","RECC","Southern Asia","Residential"
2034,1.42549623644142,"IPCC_normative","RECC","Southern Asia","Residential"
2035,1.26108011806173,"IPCC_normative","RECC","Southern Asia","Residential"
2036,1.10052129610663,"IPCC_normative","RECC","Southern Asia","Residential"
2037,0.943501000620863,"IPCC_normative","RECC","Southern Asia","Residential"
2038,0.789814597948198,"IPCC_normative","RECC","Southern Asia","Residential"
2039,0.639273020964995,"IPCC_normative","RECC","Southern Asia","Residential"
2040,0.491701310947777,"IPCC_normative","RECC","Southern Asia","Residential"
2041,0.453848746014465,"IPCC_normative","RECC","Southern Asia","Residential"
2042,0.417289706458209,"IPCC_normative","RECC","Southern Asia","Residential"
2043,0.381953317319303,"IPCC_normative","RECC","Southern Asia","Residential"
2044,0.347776618965958,"IPCC_normative","RECC","Southern Asia","Residential"
2045,0.314699956304466,"IPCC_normative","RECC","Southern Asia","Residential"
2046,0.282669147305393,"IPCC_normative","RECC","Southern Asia","Residential"
2047,0.2516301259571,"IPCC_normative","RECC","Southern Asia","Residential"
2048,0.221534830884092,"IPCC_normative","RECC","Southern Asia","Residential"
2049,0.192337927600613,"IPCC_normative","RECC","Southern Asia","Residential"
2050,0.16399633953584,"IPCC_normative","RECC","Southern Asia","Residential"
