"year","intensity_SDA","Reference_key","Scenario_key","Region","Sector","m_flag","abs_emissions"
2020,16.1545562442305,"IPCC_normative","IMAGE","Africa","Combined",0,2.45e+08
2021,14.960524895903,"IPCC_normative","IMAGE","Africa","Combined",0,237922712.945341
2022,13.8710721391298,"IPCC_normative","IMAGE","Africa","Combined",0,230824812.514688
2023,12.8729377062589,"IPCC_normative","IMAGE","Africa","Combined",0,223707198.753137
2024,11.9550172462534,"IPCC_normative","IMAGE","Africa","Combined",0,216570716.423928
2025,11.1079459574089,"IPCC_normative","IMAGE","Africa","Combined",0,209416253.810704
2026,10.2068846473184,"IPCC_normative","IMAGE","Africa","Combined",0,199954911.617896
2027,9.37148691125863,"IPCC_normative","IMAGE","Africa","Combined",0,190499524.954404
2028,8.59484547581423,"IPCC_normative","IMAGE","Africa","Combined",0,181049846.958328
2029,7.87098412143439,"IPCC_normative","IMAGE","Africa","Combined",0,171605557.110749
2030,7.19470951375339,"IPCC_normative","IMAGE","Africa","Combined",0,162166354.203497
2031,6.60525338079588,"IPCC_normative","IMAGE","Africa","Combined",0,153750703.119898
2032,6.05288242447098,"IPCC_normative","IMAGE","Africa","Combined",0,145356339.694216
2033,5.53423703571037,"IPCC_normative","IMAGE","Africa","Combined",0,136982143.785928
2034,5.04634816222628,"IPCC_normative","IMAGE","Africa","Combined",0,128627041.153407
2035,4.58658695485434,"IPCC_normative","IMAGE","Africa","Combined",0,120290122.771487
2036,4.19159455378149,"IPCC_normative","IMAGE","Africa","Combined",0,113021596.66889
2037,3.82000886723776,"IPCC_normative","IMAGE","Africa","Combined",0,105818956.966756
2038,3.46988726939719,"IPCC_normative","IMAGE","Africa","Combined",0,98678736.0994789
2039,3.13948875879454,"IPCC_normative","IMAGE","Africa","Combined",0,91597619.3769642
2040,2.82725156688438,"IPCC_normative","IMAGE","Africa","Combined",0,84572518.5374015
2041,2.56504999957958,"IPCC_normative","IMAGE","Africa","Combined",0,78620578.0221139
2042,2.31780345039224,"IPCC_normative","IMAGE","Africa","Combined",0,72751369.2211416
2043,2.08434417292483,"IPCC_normative","IMAGE","Africa","Combined",0,66960459.7710185
2044,1.86362144438937,"IPCC_normative","IMAGE","Africa","Combined",0,61243818.802679
2045,1.6546822998624,"IPCC_normative","IMAGE","Africa","Combined",0,55597601.05576
2046,1.50897354383898,"IPCC_normative","IMAGE","Africa","Combined",0,51814429.3606892
2047,1.37123749051533,"IPCC_normative","IMAGE","Africa","Combined",0,48096017.8560763
2048,1.24088347179009,"IPCC_normative","IMAGE","Africa","Combined",0,44438849.794006
2049,1.11737520968729,"IPCC_normative","IMAGE","Africa","Combined",0,40839654.2098268
2050,1.00022740966206,"IPCC_normative","IMAGE","Africa","Combined",0,37295479.4240691
2020,16.1545562442305,"IPCC_normative","IMAGE","Africa","Combined",1,2.45e+08
2021,15.4108095019779,"IPCC_normative","IMAGE","Africa","Combined",1,245083754.140106
2022,14.6886573065991,"IPCC_normative","IMAGE","Africa","Combined",1,244430029.263834
2023,13.9871167824581,"IPCC_normative","IMAGE","Africa","Combined",1,243069514.157235
2024,13.3052712150371,"IPCC_normative","IMAGE","Africa","Combined",1,241031197.186965
2025,12.6424032301191,"IPCC_normative","IMAGE","Africa","Combined",1,238345121.030231
2026,11.8555191341977,"IPCC_normative","IMAGE","Africa","Combined",1,232251990.942761
2027,11.0920005990797,"IPCC_normative","IMAGE","Africa","Combined",1,225473381.644498
2028,10.3508974592206,"IPCC_normative","IMAGE","Africa","Combined",1,218040964.918651
2029,9.63119547213421,"IPCC_normative","IMAGE","Africa","Combined",1,209982213.042112
2030,8.93194874283173,"IPCC_normative","IMAGE","Africa","Combined",1,201323147.34718
2031,8.31679539125647,"IPCC_normative","IMAGE","Africa","Combined",1,193590323.54879
2032,7.7184185311471,"IPCC_normative","IMAGE","Africa","Combined",1,185353189.974379
2033,7.13612682980734,"IPCC_normative","IMAGE","Africa","Combined",1,176631746.195131
2034,6.56924691604625,"IPCC_normative","IMAGE","Africa","Combined",1,167444410.542692
2035,6.01720440113801,"IPCC_normative","IMAGE","Africa","Combined",1,157810211.226446
2036,5.53478361489812,"IPCC_normative","IMAGE","Africa","Combined",1,149239167.420964
2037,5.06728324193117,"IPCC_normative","IMAGE","Africa","Combined",1,140369995.450825
2038,4.61402498547221,"IPCC_normative","IMAGE","Africa","Combined",1,131216410.95185
2039,4.17432840341432,"IPCC_normative","IMAGE","Africa","Combined",1,121790066.353736
2040,3.74756135433582,"IPCC_normative","IMAGE","Africa","Combined",1,112102051.979365
2041,3.38404157915271,"IPCC_normative","IMAGE","Africa","Combined",1,103723243.230136
2042,3.03271146289306,"IPCC_normative","IMAGE","Africa","Combined",1,95190949.5780516
2043,2.69294636569414,"IPCC_normative","IMAGE","Africa","Combined",1,86512068.9413495
2044,2.36418442652728,"IPCC_normative","IMAGE","Africa","Combined",1,77693719.9720808
2045,2.04587990910191,"IPCC_normative","IMAGE","Africa","Combined",1,68741905.9258091
2046,1.82202543884221,"IPCC_normative","IMAGE","Africa","Combined",1,62563859.2404256
2047,1.60592611910015,"IPCC_normative","IMAGE","Africa","Combined",1,56327698.0348259
2048,1.39717335325829,"IPCC_normative","IMAGE","Africa","Combined",1,50035944.7064469
2049,1.19538909666373,"IPCC_normative","IMAGE","Africa","Combined",1,43691033.1737241
2050,1.00022740966206,"IPCC_normative","IMAGE","Africa","Combined",1,37295479.4240691
2020,16.1545562442305,"IPCC_normative","IMAGE","Africa","Combined",2,2.45e+08
2021,14.960524895903,"IPCC_normative","IMAGE","Africa","Combined",2,237922712.945341
2022,13.8710721391298,"IPCC_normative","IMAGE","Africa","Combined",2,230824812.514688
2023,12.8729377062589,"IPCC_normative","IMAGE","Africa","Combined",2,223707198.753137
2024,11.9550172462534,"IPCC_normative","IMAGE","Africa","Combined",2,216570716.423928
2025,11.1079459574089,"IPCC_normative","IMAGE","Africa","Combined",2,209416253.810704
2026,10.2068846473184,"IPCC_normative","IMAGE","Africa","Combined",2,199954911.617896
2027,9.37148691125863,"IPCC_normative","IMAGE","Africa","Combined",2,190499524.954404
2028,8.59484547581423,"IPCC_normative","IMAGE","Africa","Combined",2,181049846.958328
2029,7.90500185963978,"IPCC_normative","IMAGE","Africa","Combined",2,172347222.044424
2030,7.34560447619779,"IPCC_normative","IMAGE","Africa","Combined",2,165567476.358673
2031,6.85348179493759,"IPCC_normative","IMAGE","Africa","Combined",2,159528724.190155
2032,6.37478030685009,"IPCC_normative","IMAGE","Africa","Combined",2,153086524.200821
2033,5.90894694577828,"IPCC_normative","IMAGE","Africa","Combined",2,146256876.047617
2034,5.45544301476941,"IPCC_normative","IMAGE","Africa","Combined",2,139054514.39586
2035,5.01380900284282,"IPCC_normative","IMAGE","Africa","Combined",2,131494661.813057
2036,4.62787237385091,"IPCC_normative","IMAGE","Africa","Combined",2,124785333.638866
2037,4.25387207547735,"IPCC_normative","IMAGE","Africa","Combined",2,117837502.932949
2038,3.89126547031018,"IPCC_normative","IMAGE","Africa","Combined",2,110662142.203963
2039,3.53950820466387,"IPCC_normative","IMAGE","Africa","Combined",2,103268573.395666
2040,3.19809456540106,"IPCC_normative","IMAGE","Africa","Combined",2,95665668.7663638
2041,2.90727874525458,"IPCC_normative","IMAGE","Africa","Combined",2,89110128.6371745
2042,2.62621465224686,"IPCC_normative","IMAGE","Africa","Combined",2,82431800.5857012
2043,2.35440257448773,"IPCC_normative","IMAGE","Africa","Combined",2,75636202.9465338
2044,2.09139302315424,"IPCC_normative","IMAGE","Africa","Combined",2,68729030.6413131
2045,1.83674940921394,"IPCC_normative","IMAGE","Africa","Combined",2,61715086.27449
2046,1.65766583300618,"IPCC_normative","IMAGE","Africa","Combined",2,56920155.7963773
2047,1.48478637721253,"IPCC_normative","IMAGE","Africa","Combined",2,52078733.7020918
2048,1.31778416453905,"IPCC_normative","IMAGE","Africa","Combined",2,47192837.9095829
2049,1.1563567592634,"IPCC_normative","IMAGE","Africa","Combined",2,42264415.5535988
2050,1.00022740966206,"IPCC_normative","IMAGE","Africa","Combined",2,37295479.4240691
2020,16.1545562442305,"IPCC_normative","IMAGE","Africa","Combined",3,2.45e+08
2021,14.960524895903,"IPCC_normative","IMAGE","Africa","Combined",3,237922712.945341
2022,13.8710721391298,"IPCC_normative","IMAGE","Africa","Combined",3,230824812.514688
2023,12.8729377062589,"IPCC_normative","IMAGE","Africa","Combined",3,223707198.753137
2024,11.9550172462534,"IPCC_normative","IMAGE","Africa","Combined",3,216570716.423928
2025,11.1079459574089,"IPCC_normative","IMAGE","Africa","Combined",3,209416253.810704
2026,10.2068846473184,"IPCC_normative","IMAGE","Africa","Combined",3,199954911.617896
2027,9.37148691125863,"IPCC_normative","IMAGE","Africa","Combined",3,190499524.954404
2028,8.59484547581423,"IPCC_normative","IMAGE","Africa","Combined",3,181049846.958328
2029,7.87098412143439,"IPCC_normative","IMAGE","Africa","Combined",3,171605557.110749
2030,7.19470951375339,"IPCC_normative","IMAGE","Africa","Combined",3,162166354.203497
2031,6.60525338079588,"IPCC_normative","IMAGE","Africa","Combined",3,153750703.119898
2032,6.05288242447098,"IPCC_normative","IMAGE","Africa","Combined",3,145356339.694216
2033,5.53423703571037,"IPCC_normative","IMAGE","Africa","Combined",3,136982143.785928
2034,5.04634816222628,"IPCC_normative","IMAGE","Africa","Combined",3,128627041.153407
2035,4.58658695485434,"IPCC_normative","IMAGE","Africa","Combined",3,120290122.771487
2036,4.19159455378149,"IPCC_normative","IMAGE","Africa","Combined",3,113021596.66889
2037,3.82000886723776,"IPCC_normative","IMAGE","Africa","Combined",3,105818956.966756
2038,3.46988726939719,"IPCC_normative","IMAGE","Africa","Combined",3,98678736.0994789
2039,3.13948875879454,"IPCC_normative","IMAGE","Africa","Combined",3,91597619.3769642
2040,2.82725156688438,"IPCC_normative","IMAGE","Africa","Combined",3,84572518.5374015
2041,2.56504999957958,"IPCC_normative","IMAGE","Africa","Combined",3,78620578.0221139
2042,2.31780345039224,"IPCC_normative","IMAGE","Africa","Combined",3,72751369.2211416
2043,2.08434417292483,"IPCC_normative","IMAGE","Africa","Combined",3,66960459.7710185
2044,1.86362144438937,"IPCC_normative","IMAGE","Africa","Combined",3,61243818.802679
2045,1.6546822998624,"IPCC_normative","IMAGE","Africa","Combined",3,55597601.05576
2046,1.50897354383898,"IPCC_normative","IMAGE","Africa","Combined",3,51814429.3606892
2047,1.37123749051533,"IPCC_normative","IMAGE","Africa","Combined",3,48096017.8560763
2048,1.24088347179009,"IPCC_normative","IMAGE","Africa","Combined",3,44438849.794006
2049,1.11737520968729,"IPCC_normative","IMAGE","Africa","Combined",3,40839654.2098268
2050,1.00022740966206,"IPCC_normative","IMAGE","Africa","Combined",3,37295479.4240691
2020,15.6833457804332,"IPCC_normative","SDS","Africa","Combined",0,3.57e+08
2021,14.6387724042202,"IPCC_normative","SDS","Africa","Combined",0,346545610.961424
2022,13.6703249983336,"IPCC_normative","SDS","Africa","Combined",0,336061244.854034
2023,12.7699016440069,"IPCC_normative","SDS","Africa","Combined",0,325548210.571325
2024,11.9305144745643,"IPCC_normative","SDS","Africa","Combined",0,315007736.612974
2025,11.1461093262841,"IPCC_normative","SDS","Africa","Combined",0,304441114.768348
2026,10.2934298649382,"IPCC_normative","SDS","Africa","Combined",0,290519705.822043
2027,9.49432246441852,"IPCC_normative","SDS","Africa","Combined",0,276606957.723538
2028,8.74390655525276,"IPCC_normative","SDS","Africa","Combined",0,262702511.473118
2029,8.03787211283451,"IPCC_normative","SDS","Africa","Combined",0,248805900.955102
2030,7.37240241868766,"IPCC_normative","SDS","Africa","Combined",0,234916688.136536
2031,6.78930891954363,"IPCC_normative","SDS","Africa","Combined",0,222515978.873285
2032,6.23864398732712,"IPCC_normative","SDS","Africa","Combined",0,210146227.255519
2033,5.71780110022305,"IPCC_normative","SDS","Africa","Combined",0,197805804.315256
2034,5.22444287918641,"IPCC_normative","SDS","Africa","Combined",0,185493147.833129
2035,4.75647221904014,"IPCC_normative","SDS","Africa","Combined",0,173206935.856347
2036,4.35294993756114,"IPCC_normative","SDS","Africa","Combined",0,162474436.812795
2037,3.97114409072301,"IPCC_normative","SDS","Africa","Combined",0,151837753.280552
2038,3.60941113237073,"IPCC_normative","SDS","Africa","Combined",0,141291842.541105
2039,3.26626244386489,"IPCC_normative","SDS","Africa","Combined",0,130831884.195645
2040,2.94034973504877,"IPCC_normative","SDS","Africa","Combined",0,120453387.129429
2041,2.66587234014066,"IPCC_normative","SDS","Africa","Combined",0,111635536.941262
2042,2.40588416792696,"IPCC_normative","SDS","Africa","Combined",0,102937999.616645
2043,2.15933232838614,"IPCC_normative","SDS","Africa","Combined",0,94354329.3766491
2044,1.9252629526137,"IPCC_normative","SDS","Africa","Combined",0,85878664.3168772
2045,1.70280439523519,"IPCC_normative","SDS","Africa","Combined",0,77505412.45499
2046,1.54742556363582,"IPCC_normative","SDS","Africa","Combined",0,71841501.3492862
2047,1.40001115332205,"IPCC_normative","SDS","Africa","Combined",0,66271767.9603444
2048,1.26000443648931,"IPCC_normative","SDS","Africa","Combined",0,60791098.0461166
2049,1.12689718755458,"IPCC_normative","SDS","Africa","Combined",0,55394734.7956621
2050,1.00022740966206,"IPCC_normative","SDS","Africa","Combined",0,50078385.7195501
2020,15.6833457804332,"IPCC_normative","SDS","Africa","Combined",1,3.57e+08
2021,14.9627251859098,"IPCC_normative","SDS","Africa","Combined",1,354214588.356066
2022,14.2630276749073,"IPCC_normative","SDS","Africa","Combined",1,350631812.806294
2023,13.5833009334394,"IPCC_normative","SDS","Africa","Combined",1,346284524.016543
2024,12.9226567514159,"IPCC_normative","SDS","Africa","Combined",1,341203798.291236
2025,12.2804000607373,"IPCC_normative","SDS","Africa","Combined",1,335422753.792292
2026,11.5179834304386,"IPCC_normative","SDS","Africa","Combined",1,325081260.744012
2027,10.7782058294772,"IPCC_normative","SDS","Africa","Combined",1,314011530.088934
2028,10.0601466368669,"IPCC_normative","SDS","Africa","Combined",1,302247716.234472
2029,9.36282314709528,"IPCC_normative","SDS","Africa","Combined",1,289818700.259817
2030,8.68531887694228,"IPCC_normative","SDS","Africa","Combined",1,276751895.801181
2031,8.08929317524625,"IPCC_normative","SDS","Africa","Combined",1,265122269.529002
2032,7.50952231483872,"IPCC_normative","SDS","Africa","Combined",1,252955255.366416
2033,6.94533645940273,"IPCC_normative","SDS","Africa","Combined",1,240272062.723315
2034,6.39608317562947,"IPCC_normative","SDS","Africa","Combined",1,227092080.339634
2035,5.86120593490297,"IPCC_normative","SDS","Africa","Combined",1,213435814.119492
2036,5.39378559671401,"IPCC_normative","SDS","Africa","Combined",1,201323766.568763
2037,4.94082173473188,"IPCC_normative","SDS","Africa","Combined",1,188913636.579936
2038,4.50165714323014,"IPCC_normative","SDS","Africa","Combined",1,176219169.534601
2039,4.07563253784792,"IPCC_normative","SDS","Africa","Combined",1,163251634.974185
2040,3.66213543304243,"IPCC_normative","SDS","Africa","Combined",1,150021819.438205
2041,3.30991898403981,"IPCC_normative","SDS","Africa","Combined",1,138605505.391854
2042,2.96951316728798,"IPCC_normative","SDS","Africa","Combined",1,127053392.408039
2043,2.64031276554875,"IPCC_normative","SDS","Africa","Combined",1,115371282.624269
2044,2.32177338836566,"IPCC_normative","SDS","Africa","Combined",1,103565488.116116
2045,2.01336626863583,"IPCC_normative","SDS","Africa","Combined",1,91641050.2053181
2046,1.79647235531703,"IPCC_normative","SDS","Africa","Combined",1,83403863.9217142
2047,1.58709245296347,"IPCC_normative","SDS","Africa","Combined",1,75127560.6089505
2048,1.38483066990845,"IPCC_normative","SDS","Africa","Combined",1,66813556.0428945
2049,1.1893207164635,"IPCC_normative","SDS","Africa","Combined",1,58463279.8831008
2050,1.00022740966206,"IPCC_normative","SDS","Africa","Combined",1,50078385.7195501
2020,15.6833457804332,"IPCC_normative","SDS","Africa","Combined",2,3.57e+08
2021,14.6387724042202,"IPCC_normative","SDS","Africa","Combined",2,346545610.961424
2022,13.6703249983336,"IPCC_normative","SDS","Africa","Combined",2,336061244.854034
2023,12.7699016440069,"IPCC_normative","SDS","Africa","Combined",2,325548210.571325
2024,11.9305144745643,"IPCC_normative","SDS","Africa","Combined",2,315007736.612974
2025,11.1461093262841,"IPCC_normative","SDS","Africa","Combined",2,304441114.768348
2026,10.2934298649382,"IPCC_normative","SDS","Africa","Combined",2,290519705.822043
2027,9.49432246441852,"IPCC_normative","SDS","Africa","Combined",2,276606957.723538
2028,8.74390655525276,"IPCC_normative","SDS","Africa","Combined",2,262702511.473118
2029,8.03787211283451,"IPCC_normative","SDS","Africa","Combined",2,248805900.955102
2030,7.37240241868766,"IPCC_normative","SDS","Africa","Combined",2,234916688.136536
2031,6.78930891954363,"IPCC_normative","SDS","Africa","Combined",2,222515978.873285
2032,6.23864398732712,"IPCC_normative","SDS","Africa","Combined",2,210146227.255519
2033,5.75631464945459,"IPCC_normative","SDS","Africa","Combined",2,199138170.280642
2034,5.31691202243598,"IPCC_normative","SDS","Africa","Combined",2,188776252.434987
2035,4.88901022985479,"IPCC_normative","SDS","Africa","Combined",2,178033307.520162
2036,4.51507395930362,"IPCC_normative","SDS","Africa","Combined",2,168525737.540869
2037,4.15270286971791,"IPCC_normative","SDS","Africa","Combined",2,158779701.611096
2038,3.80137119651652,"IPCC_normative","SDS","Africa","Combined",2,148806196.036118
2039,3.46055151221075,"IPCC_normative","SDS","Africa","Combined",2,138614236.449075
2040,3.12975382836635,"IPCC_normative","SDS","Africa","Combined",2,128212452.08158
2041,2.84798066916426,"IPCC_normative","SDS","Africa","Combined",2,119261468.905789
2042,2.57565601576279,"IPCC_normative","SDS","Africa","Combined",2,110201846.580026
2043,2.31229569437141,"IPCC_normative","SDS","Africa","Combined",2,101038226.8143
2044,2.05746419262494,"IPCC_normative","SDS","Africa","Combined",2,91775659.2690665
2045,1.81073849684108,"IPCC_normative","SDS","Africa","Combined",2,82418177.0017174
2046,1.63722336618603,"IPCC_normative","SDS","Africa","Combined",2,76010496.0361237
2047,1.46971944430318,"IPCC_normative","SDS","Africa","Combined",2,69571521.4472021
2048,1.30791001785917,"IPCC_normative","SDS","Africa","Combined",2,63102385.8556467
2049,1.15150205510321,"IPCC_normative","SDS","Africa","Combined",2,56604232.9891012
2050,1.00022740966206,"IPCC_normative","SDS","Africa","Combined",2,50078385.7195501
2020,15.6833457804332,"IPCC_normative","SDS","Africa","Combined",3,3.57e+08
2021,14.6387724042202,"IPCC_normative","SDS","Africa","Combined",3,346545610.961424
2022,13.6703249983336,"IPCC_normative","SDS","Africa","Combined",3,336061244.854034
2023,12.7699016440069,"IPCC_normative","SDS","Africa","Combined",3,325548210.571325
2024,11.9305144745643,"IPCC_normative","SDS","Africa","Combined",3,315007736.612974
2025,11.1461093262841,"IPCC_normative","SDS","Africa","Combined",3,304441114.768348
2026,10.2934298649382,"IPCC_normative","SDS","Africa","Combined",3,290519705.822043
2027,9.49432246441852,"IPCC_normative","SDS","Africa","Combined",3,276606957.723538
2028,8.74390655525276,"IPCC_normative","SDS","Africa","Combined",3,262702511.473118
2029,8.03787211283451,"IPCC_normative","SDS","Africa","Combined",3,248805900.955102
2030,7.37240241868766,"IPCC_normative","SDS","Africa","Combined",3,234916688.136536
2031,6.78930891954363,"IPCC_normative","SDS","Africa","Combined",3,222515978.873285
2032,6.23864398732712,"IPCC_normative","SDS","Africa","Combined",3,210146227.255519
2033,5.71780110022305,"IPCC_normative","SDS","Africa","Combined",3,197805804.315256
2034,5.22444287918641,"IPCC_normative","SDS","Africa","Combined",3,185493147.833129
2035,4.75647221904014,"IPCC_normative","SDS","Africa","Combined",3,173206935.856347
2036,4.35294993756114,"IPCC_normative","SDS","Africa","Combined",3,162474436.812795
2037,3.97114409072301,"IPCC_normative","SDS","Africa","Combined",3,151837753.280552
2038,3.60941113237073,"IPCC_normative","SDS","Africa","Combined",3,141291842.541105
2039,3.26626244386489,"IPCC_normative","SDS","Africa","Combined",3,130831884.195645
2040,2.94034973504877,"IPCC_normative","SDS","Africa","Combined",3,120453387.129429
2041,2.66587234014066,"IPCC_normative","SDS","Africa","Combined",3,111635536.941262
2042,2.40588416792696,"IPCC_normative","SDS","Africa","Combined",3,102937999.616645
2043,2.15933232838614,"IPCC_normative","SDS","Africa","Combined",3,94354329.3766491
2044,1.9252629526137,"IPCC_normative","SDS","Africa","Combined",3,85878664.3168772
2045,1.70280439523519,"IPCC_normative","SDS","Africa","Combined",3,77505412.45499
2046,1.54742556363582,"IPCC_normative","SDS","Africa","Combined",3,71841501.3492862
2047,1.40001115332205,"IPCC_normative","SDS","Africa","Combined",3,66271767.9603444
2048,1.26000443648931,"IPCC_normative","SDS","Africa","Combined",3,60791098.0461166
2049,1.12689718755458,"IPCC_normative","SDS","Africa","Combined",3,55394734.7956621
2050,1.00022740966206,"IPCC_normative","SDS","Africa","Combined",3,50078385.7195501
2020,698.447893569845,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,6.3e+08
2021,664.218437731785,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,604660184.481835
2022,630.98282771054,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,579662891.05675
2023,598.695828621354,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,554991033.131995
2024,567.315250512567,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,530628864.312754
2025,536.808077671051,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,506567889.295582
2026,500.593311432967,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,476564832.484185
2027,465.453898384635,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,446990893.748711
2028,431.346109057823,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,417830597.640678
2029,398.223264971239,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,389064129.876901
2030,366.041833200424,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,360673219.646818
2031,337.730630898406,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,335591670.236049
2032,310.191533052281,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,310811916.118385
2033,283.392722457814,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,286321113.923212
2034,257.303208553122,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,262106201.779447
2035,231.896556246245,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,238157763.264894
2036,209.694104712881,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,217103296.412737
2037,188.178335349936,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,196395455.993549
2038,167.318030905833,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,176018568.512936
2039,147.081875393928,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,155955815.209361
2040,127.440775769977,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,136191709.039515
2041,110.710505391641,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,119235214.306798
2042,94.5412396780632,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,102608758.797258
2043,78.9042308292433,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,86294927.1169158
2044,63.7736203154224,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,70278529.5875954
2045,49.124291715652,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,54544338.568279
2046,38.8218375755507,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,43428695.6345161
2047,28.8762987227117,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,32543588.660496
2048,19.2688703152739,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,21876590.7646077
2049,9.98215360442128,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,11416256.3389231
2050,1.00022740966206,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",0,1152261.97593069
2020,698.447893569845,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,6.3e+08
2021,664.218437731785,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,604660184.481835
2022,630.98282771054,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,579662891.05675
2023,598.695828621354,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,554991033.131995
2024,567.315250512567,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,530628864.312754
2025,536.808077671051,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,506567889.295582
2026,500.593311432967,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,476564832.484185
2027,465.453898384635,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,446990893.748711
2028,431.346109057823,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,417830597.640678
2029,398.223264971239,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,389064129.876901
2030,366.041833200424,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,360673219.646818
2031,337.730630898406,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,335591670.236049
2032,310.191533052281,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,310811916.118385
2033,283.392722457814,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,286321113.923212
2034,257.303208553122,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,262106201.779447
2035,231.896556246245,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,238157763.264894
2036,209.694104712881,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,217103296.412737
2037,188.178335349936,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,196395455.993549
2038,167.318030905833,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,176018568.512936
2039,147.081875393928,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,155955815.209361
2040,127.440775769977,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,136191709.039515
2041,110.710505391641,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,119235214.306798
2042,94.5412396780632,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,102608758.797258
2043,78.9042308292433,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,86294927.1169158
2044,63.7736203154224,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,70278529.5875954
2045,49.124291715652,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,54544338.568279
2046,38.8218375755507,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,43428695.6345161
2047,28.8762987227117,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,32543588.660496
2048,19.2688703152739,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,21876590.7646077
2049,9.98215360442128,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,11416256.3389231
2050,1.00022740966206,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",1,1152261.97593069
2020,698.447893569845,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,6.3e+08
2021,664.218437731785,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,604660184.481835
2022,630.98282771054,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,579662891.05675
2023,598.695828621354,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,554991033.131995
2024,567.315250512567,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,530628864.312754
2025,536.808077671051,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,506567889.295582
2026,500.593311432967,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,476564832.484185
2027,465.453898384635,"IPCC_normative","IMAGE","Asia Pacific Developed","Combined",2,446990893.748711
