"year","intensity_SDA","Reference_key","Scenario_key","Region","Sector","m_flag","abs_emissions"
2046,6.21197729708974,"IPCC_normative","SDS","Middle East","Combined",2,86016007.2373423
2047,4.84149992266425,"IPCC_normative","SDS","Middle East","Combined",2,68461713.8064261
2048,3.51761355978029,"IPCC_normative","SDS","Middle East","Combined",2,50774641.1672927
2049,2.23792069212943,"IPCC_normative","SDS","Middle East","Combined",2,32960543.5378207
2050,1.00022740966206,"IPCC_normative","SDS","Middle East","Combined",2,15025416.1479434
2020,121.134020618557,"IPCC_normative","SDS","Middle East","Combined",3,7.52e+08
2021,111.805207185569,"IPCC_normative","SDS","Middle East","Combined",3,726935096.079133
2022,103.273191860868,"IPCC_normative","SDS","Middle East","Combined",3,701803302.609712
2023,95.4393235253572,"IPCC_normative","SDS","Middle East","Combined",3,676607540.200668
2024,88.2206292764132,"IPCC_normative","SDS","Middle East","Combined",3,651350550.073614
2025,81.546856151109,"IPCC_normative","SDS","Middle East","Combined",3,626035214.672064
2026,74.4259234822089,"IPCC_normative","SDS","Middle East","Combined",3,593234150.891991
2027,67.8136162133772,"IPCC_normative","SDS","Middle East","Combined",3,560452412.557077
2028,61.6574591758647,"IPCC_normative","SDS","Middle East","Combined",3,527689198.610721
2029,55.911916696679,"IPCC_normative","SDS","Middle East","Combined",3,494943468.982342
2030,50.5373109844684,"IPCC_normative","SDS","Middle East","Combined",3,462214246.263948
2031,45.8491076804489,"IPCC_normative","SDS","Middle East","Combined",3,432806406.681901
2032,41.4510196294517,"IPCC_normative","SDS","Middle East","Combined",3,403467644.665231
2033,37.3171834577747,"IPCC_normative","SDS","Middle East","Combined",3,374194325.40449
2034,33.4246950965231,"IPCC_normative","SDS","Middle East","Combined",3,344982963.030234
2035,29.7532367210149,"IPCC_normative","SDS","Middle East","Combined",3,315830607.793573
2036,26.5973471975524,"IPCC_normative","SDS","Middle East","Combined",3,290145141.10866
2037,23.6260754695771,"IPCC_normative","SDS","Middle East","Combined",3,264673473.055485
2038,20.8242886058026,"IPCC_normative","SDS","Middle East","Combined",3,239404351.527749
2039,18.1784041402033,"IPCC_normative","SDS","Middle East","Combined",3,214327020.493825
2040,15.6762213399921,"IPCC_normative","SDS","Middle East","Combined",3,189431458.672465
2041,13.5741616046954,"IPCC_normative","SDS","Middle East","Combined",3,168018257.510598
2042,11.5907633861511,"IPCC_normative","SDS","Middle East","Combined",3,146873517.323953
2043,9.71685063918266,"IPCC_normative","SDS","Middle East","Combined",3,125982855.277259
2044,7.94415887594209,"IPCC_normative","SDS","Middle East","Combined",3,105333191.367891
2045,6.26518467392856,"IPCC_normative","SDS","Middle East","Combined",3,84912047.8857538
2046,5.09405865811214,"IPCC_normative","SDS","Middle East","Combined",3,70536411.4271471
2047,3.98645878503113,"IPCC_normative","SDS","Middle East","Combined",3,56370919.0956112
2048,2.93771540142241,"IPCC_normative","SDS","Middle East","Combined",3,42404159.1902916
2049,1.94358560902296,"IPCC_normative","SDS","Middle East","Combined",3,28625517.566812
2050,1.00022740966206,"IPCC_normative","SDS","Middle East","Combined",3,15025416.1479434
2020,63.0116688275607,"IPCC_normative","IMAGE","North America","Combined",0,1.701e+09
2021,59.9682607003896,"IPCC_normative","IMAGE","North America","Combined",0,1606115933.74437
2022,57.0132173561809,"IPCC_normative","IMAGE","North America","Combined",0,1514871592.20298
2023,54.1425168725134,"IPCC_normative","IMAGE","North America","Combined",0,1427104702.48077
2024,51.3524080579462,"IPCC_normative","IMAGE","North America","Combined",0,1342663484.57693
2025,48.6399554205996,"IPCC_normative","IMAGE","North America","Combined",0,1261420497.21859
2026,45.4200294476593,"IPCC_normative","IMAGE","North America","Combined",0,1168275829.44091
2027,42.2957152382466,"IPCC_normative","IMAGE","North America","Combined",0,1078936908.44135
2028,39.2631247194794,"IPCC_normative","IMAGE","North America","Combined",0,993244501.111967
2029,36.3181076159343,"IPCC_normative","IMAGE","North America","Combined",0,911036097.73495
2030,33.4567933298217,"IPCC_normative","IMAGE","North America","Combined",0,832159668.228213
2031,30.9395887448706,"IPCC_normative","IMAGE","North America","Combined",0,762983665.603631
2032,28.4910334830991,"IPCC_normative","IMAGE","North America","Combined",0,696554484.801503
2033,26.1082986144065,"IPCC_normative","IMAGE","North America","Combined",0,632759854.942136
2034,23.7886287070866,"IPCC_normative","IMAGE","North America","Combined",0,571491672.424727
2035,21.5296733652088,"IPCC_normative","IMAGE","North America","Combined",0,512653817.335668
2036,19.5556098054653,"IPCC_normative","IMAGE","North America","Combined",0,461498050.628457
2037,17.6426005057756,"IPCC_normative","IMAGE","North America","Combined",0,412608086.115256
2038,15.7878698790078,"IPCC_normative","IMAGE","North America","Combined",0,365880726.87203
2039,13.9886335593012,"IPCC_normative","IMAGE","North America","Combined",0,321214930.681024
2040,12.2423048269687,"IPCC_normative","IMAGE","North America","Combined",0,278516515.581814
2041,10.7547836381983,"IPCC_normative","IMAGE","North America","Combined",0,242392389.116077
2042,9.31714247568891,"IPCC_normative","IMAGE","North America","Combined",0,208013280.626567
2043,7.92682531609711,"IPCC_normative","IMAGE","North America","Combined",0,175290908.537556
2044,6.58153302676947,"IPCC_normative","IMAGE","North America","Combined",0,144144787.432489
2045,5.27903245740408,"IPCC_normative","IMAGE","North America","Combined",0,114497814.80738
2046,4.36302103121809,"IPCC_normative","IMAGE","North America","Combined",0,93704311.8194021
2047,3.47874364401608,"IPCC_normative","IMAGE","North America","Combined",0,73974439.9669088
2048,2.6245283203854,"IPCC_normative","IMAGE","North America","Combined",0,55252794.9806364
2049,1.79882810340684,"IPCC_normative","IMAGE","North America","Combined",0,37487997.4015559
2050,1.00022740966206,"IPCC_normative","IMAGE","North America","Combined",0,20632691.0065089
2020,63.0116688275607,"IPCC_normative","IMAGE","North America","Combined",1,1.701e+09
2021,59.9682607003896,"IPCC_normative","IMAGE","North America","Combined",1,1606115933.74437
2022,57.0132173561809,"IPCC_normative","IMAGE","North America","Combined",1,1514871592.20298
2023,54.1425168725134,"IPCC_normative","IMAGE","North America","Combined",1,1427104702.48077
2024,51.3524080579462,"IPCC_normative","IMAGE","North America","Combined",1,1342663484.57693
2025,48.6399554205996,"IPCC_normative","IMAGE","North America","Combined",1,1261420497.21859
2026,45.4200294476593,"IPCC_normative","IMAGE","North America","Combined",1,1168275829.44091
2027,42.2957152382466,"IPCC_normative","IMAGE","North America","Combined",1,1078936908.44135
2028,39.2631247194794,"IPCC_normative","IMAGE","North America","Combined",1,993244501.111967
2029,36.3181076159343,"IPCC_normative","IMAGE","North America","Combined",1,911036097.73495
2030,33.4567933298217,"IPCC_normative","IMAGE","North America","Combined",1,832159668.228213
2031,30.9395887448706,"IPCC_normative","IMAGE","North America","Combined",1,762983665.603631
2032,28.4910334830991,"IPCC_normative","IMAGE","North America","Combined",1,696554484.801503
2033,26.1082986144065,"IPCC_normative","IMAGE","North America","Combined",1,632759854.942136
2034,23.7886287070866,"IPCC_normative","IMAGE","North America","Combined",1,571491672.424727
2035,21.5296733652088,"IPCC_normative","IMAGE","North America","Combined",1,512653817.335668
2036,19.5556098054653,"IPCC_normative","IMAGE","North America","Combined",1,461498050.628457
2037,17.6426005057756,"IPCC_normative","IMAGE","North America","Combined",1,412608086.115256
2038,15.7878698790078,"IPCC_normative","IMAGE","North America","Combined",1,365880726.87203
2039,13.9886335593012,"IPCC_normative","IMAGE","North America","Combined",1,321214930.681024
2040,12.2423048269687,"IPCC_normative","IMAGE","North America","Combined",1,278516515.581814
2041,10.7547836381983,"IPCC_normative","IMAGE","North America","Combined",1,242392389.116077
2042,9.31714247568891,"IPCC_normative","IMAGE","North America","Combined",1,208013280.626567
2043,7.92682531609711,"IPCC_normative","IMAGE","North America","Combined",1,175290908.537556
2044,6.58153302676947,"IPCC_normative","IMAGE","North America","Combined",1,144144787.432489
2045,5.27903245740408,"IPCC_normative","IMAGE","North America","Combined",1,114497814.80738
2046,4.36302103121809,"IPCC_normative","IMAGE","North America","Combined",1,93704311.8194021
2047,3.47874364401608,"IPCC_normative","IMAGE","North America","Combined",1,73974439.9669088
2048,2.6245283203854,"IPCC_normative","IMAGE","North America","Combined",1,55252794.9806364
2049,1.79882810340684,"IPCC_normative","IMAGE","North America","Combined",1,37487997.4015559
2050,1.00022740966206,"IPCC_normative","IMAGE","North America","Combined",1,20632691.0065089
2020,63.0116688275607,"IPCC_normative","IMAGE","North America","Combined",2,1.701e+09
2021,59.9682607003896,"IPCC_normative","IMAGE","North America","Combined",2,1606115933.74437
2022,57.0132173561809,"IPCC_normative","IMAGE","North America","Combined",2,1514871592.20298
2023,54.1425168725134,"IPCC_normative","IMAGE","North America","Combined",2,1427104702.48077
2024,51.3524080579462,"IPCC_normative","IMAGE","North America","Combined",2,1342663484.57693
2025,48.6399554205996,"IPCC_normative","IMAGE","North America","Combined",2,1261420497.21859
2026,45.4200294476593,"IPCC_normative","IMAGE","North America","Combined",2,1168275829.44091
2027,42.2957152382466,"IPCC_normative","IMAGE","North America","Combined",2,1078936908.44135
2028,39.2631247194794,"IPCC_normative","IMAGE","North America","Combined",2,993244501.111967
2029,36.3181076159343,"IPCC_normative","IMAGE","North America","Combined",2,911036097.73495
2030,33.4567933298217,"IPCC_normative","IMAGE","North America","Combined",2,832159668.228213
2031,30.9395887448706,"IPCC_normative","IMAGE","North America","Combined",2,762983665.603631
2032,28.4910334830991,"IPCC_normative","IMAGE","North America","Combined",2,696554484.801503
2033,26.1082986144065,"IPCC_normative","IMAGE","North America","Combined",2,632759854.942136
2034,23.7886287070866,"IPCC_normative","IMAGE","North America","Combined",2,571491672.424727
2035,21.5296733652088,"IPCC_normative","IMAGE","North America","Combined",2,512653817.335668
2036,19.5556098054653,"IPCC_normative","IMAGE","North America","Combined",2,461498050.628457
2037,17.6426005057756,"IPCC_normative","IMAGE","North America","Combined",2,412608086.115256
2038,15.7878698790078,"IPCC_normative","IMAGE","North America","Combined",2,365880726.87203
2039,13.9886335593012,"IPCC_normative","IMAGE","North America","Combined",2,321214930.681024
2040,12.2423048269687,"IPCC_normative","IMAGE","North America","Combined",2,278516515.581814
2041,10.7547836381983,"IPCC_normative","IMAGE","North America","Combined",2,242392389.116077
2042,9.31714247568891,"IPCC_normative","IMAGE","North America","Combined",2,208013280.626567
2043,7.92682531609711,"IPCC_normative","IMAGE","North America","Combined",2,175290908.537556
2044,6.58153302676947,"IPCC_normative","IMAGE","North America","Combined",2,144144787.432489
2045,5.27903245740408,"IPCC_normative","IMAGE","North America","Combined",2,114497814.80738
2046,4.36302103121809,"IPCC_normative","IMAGE","North America","Combined",2,93704311.8194021
2047,3.47874364401608,"IPCC_normative","IMAGE","North America","Combined",2,73974439.9669088
2048,2.6245283203854,"IPCC_normative","IMAGE","North America","Combined",2,55252794.9806364
2049,1.79882810340684,"IPCC_normative","IMAGE","North America","Combined",2,37487997.4015559
2050,1.00022740966206,"IPCC_normative","IMAGE","North America","Combined",2,20632691.0065089
2020,63.0116688275607,"IPCC_normative","IMAGE","North America","Combined",3,1.701e+09
2021,61.3778081126398,"IPCC_normative","IMAGE","North America","Combined",3,1643867513.19227
2022,59.7121957034641,"IPCC_normative","IMAGE","North America","Combined",3,1586584886.34542
2023,58.0143133300591,"IPCC_normative","IMAGE","North America","Combined",3,1529158675.0477
2024,56.2836104947045,"IPCC_normative","IMAGE","North America","Combined",3,1471595032.23524
2025,54.519530902246,"IPCC_normative","IMAGE","North America","Combined",3,1413900427.83036
2026,52.0730974955063,"IPCC_normative","IMAGE","North America","Combined",3,1339403384.54042
2027,49.5876567852154,"IPCC_normative","IMAGE","North America","Combined",3,1264949719.07488
2028,47.0621559248482,"IPCC_normative","IMAGE","North America","Combined",3,1190537633.38501
2029,44.495485050055,"IPCC_normative","IMAGE","North America","Combined",3,1116164792.93212
2030,41.8865020704032,"IPCC_normative","IMAGE","North America","Combined",3,1041829003.82978
2031,39.5349248791533,"IPCC_normative","IMAGE","North America","Combined",3,974948379.320702
2032,37.1488619229803,"IPCC_normative","IMAGE","North America","Combined",3,908222806.065406
2033,34.7270705955089,"IPCC_normative","IMAGE","North America","Combined",3,841644125.383734
2034,32.268278295868,"IPCC_normative","IMAGE","North America","Combined",3,775204512.90572
2035,29.7712175896377,"IPCC_normative","IMAGE","North America","Combined",3,708897347.635657
2036,27.5589897379072,"IPCC_normative","IMAGE","North America","Combined",3,650371947.888801
2037,25.327130266429,"IPCC_normative","IMAGE","North America","Combined",3,592326439.778649
2038,23.0740099965496,"IPCC_normative","IMAGE","North America","Combined",3,534735566.868037
2039,20.7979880097848,"IPCC_normative","IMAGE","North America","Combined",3,477575186.207218
2040,18.4974346484811,"IPCC_normative","IMAGE","North America","Combined",3,420822804.064494
2041,16.5003667603811,"IPCC_normative","IMAGE","North America","Combined",3,371886916.082146
2042,14.4923204758881,"IPCC_normative","IMAGE","North America","Combined",3,323553614.635281
2043,12.4715198043949,"IPCC_normative","IMAGE","North America","Combined",3,275790616.063793
2044,10.4362534377267,"IPCC_normative","IMAGE","North America","Combined",3,228568561.041027
2045,8.3848054164042,"IPCC_normative","IMAGE","North America","Combined",3,181859442.14396
2046,6.92464069108151,"IPCC_normative","IMAGE","North America","Combined",3,148720046.479645
2047,5.45751125405271,"IPCC_normative","IMAGE","North America","Combined",3,116052339.564055
2048,3.98198976214963,"IPCC_normative","IMAGE","North America","Combined",3,83830706.734663
2049,2.49667662972427,"IPCC_normative","IMAGE","North America","Combined",3,52031323.521334
2050,1.00022740966206,"IPCC_normative","IMAGE","North America","Combined",3,20632691.0065089
2020,55.1111919045022,"IPCC_normative","SDS","North America","Combined",0,1.819e+09
2021,52.4555247349091,"IPCC_normative","SDS","North America","Combined",0,1745277488.25251
2022,49.8769643624511,"IPCC_normative","SDS","North America","Combined",0,1672730404.08544
2023,47.3720012718461,"IPCC_normative","SDS","North America","Combined",0,1601301547.39183
2024,44.9373621867077,"IPCC_normative","SDS","North America","Combined",0,1530938038.27334
2025,42.5704856072023,"IPCC_normative","SDS","North America","Combined",0,1461607957.75675
2026,39.7607895895977,"IPCC_normative","SDS","North America","Combined",0,1375699463.32633
2027,37.0345240587426,"IPCC_normative","SDS","North America","Combined",0,1291207446.82393
2028,34.3882962959893,"IPCC_normative","SDS","North America","Combined",0,1208079189.30279
2029,31.8184847856793,"IPCC_normative","SDS","North America","Combined",0,1126250269.32238
2030,29.321712057869,"IPCC_normative","SDS","North America","Combined",0,1045661121.5037
2031,27.1252082384428,"IPCC_normative","SDS","North America","Combined",0,974533685.597789
2032,24.9886075756636,"IPCC_normative","SDS","North America","Combined",0,904407676.264478
2033,22.9094415551294,"IPCC_normative","SDS","North America","Combined",0,835240820.34548
2034,20.8853057968771,"IPCC_normative","SDS","North America","Combined",0,766990577.730796
2035,18.9141493537292,"IPCC_normative","SDS","North America","Combined",0,699624927.519766
2036,17.1915884722302,"IPCC_normative","SDS","North America","Combined",0,640473774.638835
2037,15.5223033221526,"IPCC_normative","SDS","North America","Combined",0,582406651.439268
2038,13.9038719359801,"IPCC_normative","SDS","North America","Combined",0,525374485.74733
2039,12.3338646859088,"IPCC_normative","SDS","North America","Combined",0,469325341.126441
2040,10.810024409487,"IPCC_normative","SDS","North America","Combined",0,414211308.639785
2041,9.51201868037581,"IPCC_normative","SDS","North America","Combined",0,367001265.543072
2042,8.25753808579294,"IPCC_normative","SDS","North America","Combined",0,320792693.074657
2043,7.04435224880763,"IPCC_normative","SDS","North America","Combined",0,275533028.671603
2044,5.87045495439675,"IPCC_normative","SDS","North America","Combined",0,231176167.922162
2045,4.73389756350376,"IPCC_normative","SDS","North America","Combined",0,187676157.888034
2046,3.9345892322365,"IPCC_normative","SDS","North America","Combined",0,157032341.623996
2047,3.16297191116796,"IPCC_normative","SDS","North America","Combined",0,127076508.394657
2048,2.41758664046553,"IPCC_normative","SDS","North America","Combined",0,97771716.5688217
2049,1.6970835509919,"IPCC_normative","SDS","North America","Combined",0,69083915.5130994
2050,1.00022740966206,"IPCC_normative","SDS","North America","Combined",0,40982317.6560834
2020,55.1111919045022,"IPCC_normative","SDS","North America","Combined",1,1.819e+09
2021,52.4555247349091,"IPCC_normative","SDS","North America","Combined",1,1745277488.25251
2022,49.8769643624511,"IPCC_normative","SDS","North America","Combined",1,1672730404.08544
2023,47.3720012718461,"IPCC_normative","SDS","North America","Combined",1,1601301547.39183
2024,44.9373621867077,"IPCC_normative","SDS","North America","Combined",1,1530938038.27334
2025,42.5704856072023,"IPCC_normative","SDS","North America","Combined",1,1461607957.75675
2026,39.7607895895977,"IPCC_normative","SDS","North America","Combined",1,1375699463.32633
2027,37.0345240587426,"IPCC_normative","SDS","North America","Combined",1,1291207446.82393
2028,34.3882962959893,"IPCC_normative","SDS","North America","Combined",1,1208079189.30279
2029,31.8184847856793,"IPCC_normative","SDS","North America","Combined",1,1126250269.32238
2030,29.321712057869,"IPCC_normative","SDS","North America","Combined",1,1045661121.5037
2031,27.1252082384428,"IPCC_normative","SDS","North America","Combined",1,974533685.597789
2032,24.9886075756636,"IPCC_normative","SDS","North America","Combined",1,904407676.264478
2033,22.9094415551294,"IPCC_normative","SDS","North America","Combined",1,835240820.34548
2034,20.8853057968771,"IPCC_normative","SDS","North America","Combined",1,766990577.730796
2035,18.9141493537292,"IPCC_normative","SDS","North America","Combined",1,699624927.519766
2036,17.1915884722302,"IPCC_normative","SDS","North America","Combined",1,640473774.638835
2037,15.5223033221526,"IPCC_normative","SDS","North America","Combined",1,582406651.439268
2038,13.9038719359801,"IPCC_normative","SDS","North America","Combined",1,525374485.74733
2039,12.3338646859088,"IPCC_normative","SDS","North America","Combined",1,469325341.126441
2040,10.810024409487,"IPCC_normative","SDS","North America","Combined",1,414211308.639785
2041,9.51201868037581,"IPCC_normative","SDS","North America","Combined",1,367001265.543072
2042,8.25753808579294,"IPCC_normative","SDS","North America","Combined",1,320792693.074657
2043,7.04435224880763,"IPCC_normative","SDS","North America","Combined",1,275533028.671603
2044,5.87045495439675,"IPCC_normative","SDS","North America","Combined",1,231176167.922162
2045,4.73389756350376,"IPCC_normative","SDS","North America","Combined",1,187676157.888034
2046,3.9345892322365,"IPCC_normative","SDS","North America","Combined",1,157032341.623996
2047,3.16297191116796,"IPCC_normative","SDS","North America","Combined",1,127076508.394657
2048,2.41758664046553,"IPCC_normative","SDS","North America","Combined",1,97771716.5688217
2049,1.6970835509919,"IPCC_normative","SDS","North America","Combined",1,69083915.5130994
2050,1.00022740966206,"IPCC_normative","SDS","North America","Combined",1,40982317.6560834
2020,55.1111919045022,"IPCC_normative","SDS","North America","Combined",2,1.819e+09
2021,52.4555247349091,"IPCC_normative","SDS","North America","Combined",2,1745277488.25251
2022,49.8769643624511,"IPCC_normative","SDS","North America","Combined",2,1672730404.08544
2023,47.3720012718461,"IPCC_normative","SDS","North America","Combined",2,1601301547.39183
2024,44.9373621867077,"IPCC_normative","SDS","North America","Combined",2,1530938038.27334
2025,42.5704856072023,"IPCC_normative","SDS","North America","Combined",2,1461607957.75675
2026,39.7607895895977,"IPCC_normative","SDS","North America","Combined",2,1375699463.32633
2027,37.0345240587426,"IPCC_normative","SDS","North America","Combined",2,1291207446.82393
2028,34.3882962959893,"IPCC_normative","SDS","North America","Combined",2,1208079189.30279
2029,31.8184847856793,"IPCC_normative","SDS","North America","Combined",2,1126250269.32238
2030,29.321712057869,"IPCC_normative","SDS","North America","Combined",2,1045661121.5037
2031,27.1252082384428,"IPCC_normative","SDS","North America","Combined",2,974533685.597789
2032,24.9886075756636,"IPCC_normative","SDS","North America","Combined",2,904407676.264478
2033,22.9094415551294,"IPCC_normative","SDS","North America","Combined",2,835240820.34548
2034,20.8853057968771,"IPCC_normative","SDS","North America","Combined",2,766990577.730796
2035,18.9141493537292,"IPCC_normative","SDS","North America","Combined",2,699624927.519766
2036,17.1915884722302,"IPCC_normative","SDS","North America","Combined",2,640473774.638835
2037,15.5223033221526,"IPCC_normative","SDS","North America","Combined",2,582406651.439268
2038,13.9038719359801,"IPCC_normative","SDS","North America","Combined",2,525374485.74733
2039,12.3338646859088,"IPCC_normative","SDS","North America","Combined",2,469325341.126441
2040,10.810024409487,"IPCC_normative","SDS","North America","Combined",2,414211308.639785
2041,9.51201868037581,"IPCC_normative","SDS","North America","Combined",2,367001265.543072
2042,8.25753808579294,"IPCC_normative","SDS","North America","Combined",2,320792693.074657
2043,7.04435224880763,"IPCC_normative","SDS","North America","Combined",2,275533028.671603
2044,5.87045495439675,"IPCC_normative","SDS","North America","Combined",2,231176167.922162
2045,4.73389756350376,"IPCC_normative","SDS","North America","Combined",2,187676157.888034
2046,3.9345892322365,"IPCC_normative","SDS","North America","Combined",2,157032341.623996
2047,3.16297191116796,"IPCC_normative","SDS","North America","Combined",2,127076508.394657
2048,2.41758664046553,"IPCC_normative","SDS","North America","Combined",2,97771716.5688217
2049,1.6970835509919,"IPCC_normative","SDS","North America","Combined",2,69083915.5130994
2050,1.00022740966206,"IPCC_normative","SDS","North America","Combined",2,40982317.6560834
2020,55.1111919045022,"IPCC_normative","SDS","North America","Combined",3,1.819e+09
2021,52.8540653354681,"IPCC_normative","SDS","North America","Combined",3,1758537558.41338
2022,50.6279089450586,"IPCC_normative","SDS","North America","Combined",3,1697914932.67829
2023,48.432199704181,"IPCC_normative","SDS","North America","Combined",3,1637139116.94052
2024,46.2664182824195,"IPCC_normative","SDS","North America","Combined",3,1576216675.75701
2025,44.1300712672152,"IPCC_normative","SDS","North America","Combined",3,1515154511.87669
2026,41.508403468424,"IPCC_normative","SDS","North America","Combined",3,1436165854.96539
2027,38.9280015884153,"IPCC_normative","SDS","North America","Combined",3,1357223477.78005
2028,36.3878751812921,"IPCC_normative","SDS","North America","Combined",3,1278325461.98556
2029,33.887047354557,"IPCC_normative","SDS","North America","Combined",3,1199469316.86664
2030,31.4245745226797,"IPCC_normative","SDS","North America","Combined",3,1120652701.76963
2031,29.2198950908122,"IPCC_normative","SDS","North America","Combined",3,1049789988.90313
2032,27.0521402033427,"IPCC_normative","SDS","North America","Combined",3,979092699.95154
2033,24.9202642219231,"IPCC_normative","SDS","North America","Combined",3,908552130.433086
2034,22.8232614663906,"IPCC_normative","SDS","North America","Combined",3,838159932.540964
2035,20.7601898470184,"IPCC_normative","SDS","North America","Combined",3,767909042.346288
2036,18.9493823931854,"IPCC_normative","SDS","North America","Combined",3,705960504.350283
2037,17.1778540139986,"IPCC_normative","SDS","North America","Combined",3,644523961.912771
2038,15.444063414277,"IPCC_normative","SDS","North America","Combined",3,583572468.984555
2039,13.7465435462281,"IPCC_normative","SDS","North America","Combined",3,523080267.494243
2040,12.0839139532587,"IPCC_normative","SDS","North America","Combined",3,463023358.918329
2041,10.6603146591913,"IPCC_normative","SDS","North America","Combined",3,411305854.464112
2042,9.27272758626297,"IPCC_normative","SDS","North America","Combined",3,360231248.544017
2043,7.91953862535684,"IPCC_normative","SDS","North America","Combined",3,309765097.776828
2044,6.59925643601345,"IPCC_normative","SDS","North America","Combined",3,259876078.747635
2045,5.31046601860288,"IPCC_normative","SDS","North America","Combined",3,210534310.385181
2046,4.40157425421164,"IPCC_normative","SDS","North America","Combined",3,175670056.306706
2047,3.51722398876215,"IPCC_normative","SDS","North America","Combined",3,141309046.139705
2048,2.65625601633027,"IPCC_normative","SDS","North America","Combined",3,107423951.64496
2049,1.81758829967398,"IPCC_normative","SDS","North America","Combined",3,73989354.5364254
2050,1.00022740966206,"IPCC_normative","SDS","North America","Combined",3,40982317.6560834
2020,35.5971223021583,"Camarasa","-","NW Europe","Combined",0,49480000
2021,33.5080066215875,"Camarasa","-","NW Europe","Combined",0,46743669.2371146
2022,30.8233992650726,"Camarasa","-","NW Europe","Combined",0,43152758.9711017
2023,28.3549115371158,"Camarasa","-","NW Europe","Combined",0,39838650.7096477
2024,25.9641677572573,"Camarasa","-","NW Europe","Combined",0,36609476.5377327
2025,23.6469694679723,"Camarasa","-","NW Europe","Combined",0,33460461.7971808
2026,21.3994456594445,"Camarasa","-","NW Europe","Combined",0,30387212.8364112
2027,19.2179623100883,"Camarasa","-","NW Europe","Combined",0,27385596.2918758
2028,17.0991594725055,"Camarasa","-","NW Europe","Combined",0,24451798.0456829
2029,14.9880013199666,"Camarasa","-","NW Europe","Combined",0,21507781.8941521
2030,12.9929631073561,"Camarasa","-","NW Europe","Combined",0,18709866.8745928
2031,11.7780097089639,"Camarasa","-","NW Europe","Combined",0,17019224.0294529
2032,10.5595177215338,"Camarasa","-","NW Europe","Combined",0,15311300.6962241
2033,9.40894371631374,"Camarasa","-","NW Europe","Combined",0,13690013.1072365
2034,8.25976229469326,"Camarasa","-","NW Europe","Combined",0,12059252.9502522
2035,7.16602419493409,"Camarasa","-","NW Europe","Combined",0,10498225.4455784
2036,6.07814188486845,"Camarasa","-","NW Europe","Combined",0,8934868.57075662
2037,5.03483190284581,"Camarasa","-","NW Europe","Combined",0,7426377.05669757
2038,4.00142456226678,"Camarasa","-","NW Europe","Combined",0,5922108.35215483
2039,3.00306453830797,"Camarasa","-","NW Europe","Combined",0,4459550.83938734
2040,2.01828336322606,"Camarasa","-","NW Europe","Combined",0,3007242.21120683
2041,1.8003553911939,"Camarasa","-","NW Europe","Combined",0,2691531.30983488
2042,1.58473946547561,"Camarasa","-","NW Europe","Combined",0,2377109.19821342
2043,1.3803102694623,"Camarasa","-","NW Europe","Combined",0,2077366.95554076
2044,1.18184186284649,"Camarasa","-","NW Europe","Combined",0,1784581.2128982
2045,0.986512174291748,"Camarasa","-","NW Europe","Combined",0,1494565.944052
2046,0.799672704618224,"Camarasa","-","NW Europe","Combined",0,1215502.5110197
2047,0.616445451309493,"Camarasa","-","NW Europe","Combined",0,940079.313246976
2048,0.440157996857026,"Camarasa","-","NW Europe","Combined",0,673441.73519125
2049,0.267905978123248,"Camarasa","-","NW Europe","Combined",0,411235.676419186
2050,0.101223265431034,"Camarasa","-","NW Europe","Combined",0,155883.828763792
2020,35.5971223021583,"Camarasa","-","NW Europe","Combined",1,49480000
2021,33.5080066215875,"Camarasa","-","NW Europe","Combined",1,46743669.2371146
2022,30.8233992650726,"Camarasa","-","NW Europe","Combined",1,43152758.9711017
2023,28.3549115371158,"Camarasa","-","NW Europe","Combined",1,39838650.7096477
2024,25.9641677572573,"Camarasa","-","NW Europe","Combined",1,36609476.5377327
2025,23.6469694679723,"Camarasa","-","NW Europe","Combined",1,33460461.7971808
2026,21.3994456594445,"Camarasa","-","NW Europe","Combined",1,30387212.8364112
2027,19.2179623100883,"Camarasa","-","NW Europe","Combined",1,27385596.2918758
2028,17.0991594725055,"Camarasa","-","NW Europe","Combined",1,24451798.0456829
2029,14.9880013199666,"Camarasa","-","NW Europe","Combined",1,21507781.8941521
2030,12.9929631073561,"Camarasa","-","NW Europe","Combined",1,18709866.8745928
2031,11.7780097089639,"Camarasa","-","NW Europe","Combined",1,17019224.0294529
2032,10.5595177215338,"Camarasa","-","NW Europe","Combined",1,15311300.6962241
2033,9.40894371631374,"Camarasa","-","NW Europe","Combined",1,13690013.1072365
2034,8.25976229469326,"Camarasa","-","NW Europe","Combined",1,12059252.9502522
2035,7.16602419493409,"Camarasa","-","NW Europe","Combined",1,10498225.4455784
2036,6.07814188486845,"Camarasa","-","NW Europe","Combined",1,8934868.57075662
2037,5.03483190284581,"Camarasa","-","NW Europe","Combined",1,7426377.05669757
2038,4.00142456226678,"Camarasa","-","NW Europe","Combined",1,5922108.35215483
2039,3.00306453830797,"Camarasa","-","NW Europe","Combined",1,4459550.83938734
2040,2.01828336322606,"Camarasa","-","NW Europe","Combined",1,3007242.21120683
2041,1.8003553911939,"Camarasa","-","NW Europe","Combined",1,2691531.30983488
2042,1.58473946547561,"Camarasa","-","NW Europe","Combined",1,2377109.19821342
